rank,title,singer,album,date,like,week
55,바람기억,나얼,Principle Of My Soul,2013.03.18 ~ 2013.03.24,222312,3
56,Cosmic Girl,김태우,T-LOVE,2013.03.18 ~ 2013.03.24,5705,3
57,강북멋쟁이,정형돈,박명수의 어떤가요,2013.03.18 ~ 2013.03.24,40047,3
58,아니야,윤하 (YOUNHA),아니야,2013.03.18 ~ 2013.03.24,17936,3
59,카페인 (Feat. 용준형 Of BEAST),양요섭,The First Collage,2013.03.18 ~ 2013.03.24,81596,3
60,시작이 좋아 (Feat. 강민희 Of 미스에스),버벌진트,시작이 좋아,2013.03.18 ~ 2013.03.24,39500,3
61,하지 못한 말,노을,TIME FOR LOVE,2013.03.18 ~ 2013.03.24,94773,3
62,Officially Missing You,긱스 (Geeks),Officially Missing You,2013.03.18 ~ 2013.03.24,199437,3
63,Special Girl (Feat. Bumkey),인피니트H,FLY HIGH,2013.03.18 ~ 2013.03.24,47382,3
64,돌스 (Dolls),나인뮤지스,DOLLS,2013.03.18 ~ 2013.03.24,47834,3
65,귀요미송,하리,귀요미송 (ReTitle),2013.03.18 ~ 2013.03.24,13583,3
66,싫다,백지영,싫다,2013.03.18 ~ 2013.03.24,18589,3
67,Goodbye To Romance,써니힐,Antique Romance,2013.03.18 ~ 2013.03.24,74856,3
68,오랜만이다,"임정희, 헤르쯔 아날로그 (Herz Analog)",오랜만이다,2013.03.18 ~ 2013.03.24,5358,3
69,다 괜찮아요,BMK,다 괜찮아요,2013.03.18 ~ 2013.03.24,1771,3
70,거울앞에서,글램,거울앞에서,2013.03.18 ~ 2013.03.24,2948,3
71,먹지,예성 (YESUNG),"그 겨울, 바람이 분다 OST Part.1",2013.03.18 ~ 2013.03.24,14637,3
72,한 사람 얘기,다비치,Mystic Ballad Part.2,2013.03.18 ~ 2013.03.24,6099,3
73,매력있어,AKMU (악뮤),SBS K팝 스타 시즌2 '매력있어',2013.03.18 ~ 2013.03.24,39234,3
74,보여줄게,에일리(Ailee),Invitation,2013.03.18 ~ 2013.03.24,103225,3
75,I'm Alive (내가 사는 이유) (Feat. 킹스턴루디스카),바비 킴,"Hitman Project #3 : A Tribute To The Hitman, David Foster",2013.03.18 ~ 2013.03.24,1388,3
76,"씨스루 (Feat. Zion.T, 개코 Of 다이나믹듀오)",프라이머리,Primary And The Messengers LP,2013.03.18 ~ 2013.03.24,92417,3
77,나도 여자인데 (A Girl In Love),씨스타19,있다 없으니까,2013.03.18 ~ 2013.03.24,11326,3
78,When A Man Loves A Woman,방예담,SBS K팝 스타 시즌2 TOP 5,2013.03.18 ~ 2013.03.24,2270,3
79,기억을 걷다보면,디셈버,기억을 걷다보면,2013.03.18 ~ 2013.03.24,11804,3
80,반창꼬,노을,반창꼬,2013.03.18 ~ 2013.03.24,32024,3
81,저녁 하늘,에일리(Ailee),Invitation,2013.03.18 ~ 2013.03.24,192774,3
82,사는게 아니야,조현아 (어반자카파),백년의 유산 OST Part.2,2013.03.18 ~ 2013.03.24,6918,3
83,가수가 된 이유,이예준,보이스코리아2 Part 1,2013.03.18 ~ 2013.03.24,14550,3
84,Get Up,이블,Second Evolution,2013.03.18 ~ 2013.03.24,1145,3
85,어렸나 봐 (Feat. 유성은),김진표,어렸나 봐,2013.03.18 ~ 2013.03.24,6475,3
86,Special (Feat. 제니 of BLACKPINK),이하이,First Love,2013.03.18 ~ 2013.03.24,13490,3
87,이사람,"효린, 전효성, 현아, 니콜, 나나 (애프터스쿨)",2012 SBS 가요대전 The Color Of K-Pop 'Dazzling Red',2013.03.18 ~ 2013.03.24,15750,3
88,Body Count,Justin Timberlake,The 20/20 Experience (Deluxe Ver.),2013.03.18 ~ 2013.03.24,1616,3
89,사랑한다고 말했지,다비치,Mystic Ballad Part.2,2013.03.18 ~ 2013.03.24,6964,3
90,선인장 (Duet),"남우현, 심규선 (Lucia)",re;code Episode II,2013.03.18 ~ 2013.03.24,33333,3
91,ONE SHOT,B.A.P,ONE SHOT,2013.03.18 ~ 2013.03.24,18135,3
92,You Are My Everything,다비치,Mystic Ballad Part.2,2013.03.18 ~ 2013.03.24,21997,3
93,24/7,2YOON (포미닛 투윤),Harvest Moon,2013.03.18 ~ 2013.03.24,12291,3
94,바보같은 나,"지오 (G.O), 미르 (MBLAQ)",아이리스Ⅱ OST Part 5,2013.03.18 ~ 2013.03.24,1299,3
95,Black Paradise,비스트,아이리스Ⅱ OST Part 3,2013.03.18 ~ 2013.03.24,17937,3
96,Thank You,페퍼톤스 (PEPPERTONES),Thank You,2013.03.18 ~ 2013.03.24,9795,3
97,"1,2,3,4 (원,투,쓰리,포)",이하이,"1,2,3,4 (원,투,쓰리,포)",2013.03.18 ~ 2013.03.24,76043,3
98,Tears Fallin',김보아,"그 겨울, 바람이 분다 OST Part.4",2013.03.18 ~ 2013.03.24,2470,3
99,All For You,"서인국, 정은지",응답하라 1997 Love Story Part 1,2013.03.18 ~ 2013.03.24,197484,3
100,잊지 말아요,소향,아이리스Ⅱ OST Part 3.5,2013.03.18 ~ 2013.03.24,4510,3
1,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2013.03.25 ~ 2013.03.31,345195,4
2,거북이,다비치,Mystic Ballad Part.1,2013.03.25 ~ 2013.03.31,96728,4
3,Crescendo (크레셴도),AKMU (악뮤),SBS K팝 스타 시즌2 TOP 6,2013.03.25 ~ 2013.03.31,76352,4
4,그리고 하나,태연 (TAEYEON),"그 겨울, 바람이 분다 OST Part.5",2013.03.25 ~ 2013.03.31,46750,4
5,눈꽃,거미,"그 겨울, 바람이 분다 OST Part.3",2013.03.25 ~ 2013.03.31,53732,4
6,그대로 있어도 돼 (Feat. Crush),Supreme Team,Thanks 4 The Wait,2013.03.25 ~ 2013.03.31,45403,4
7,어느 봄날,2am,어느 봄날,2013.03.25 ~ 2013.03.31,29621,4
8,둘이서 한잔해,다비치,Mystic Ballad Part.2,2013.03.25 ~ 2013.03.31,22172,4
9,It's Over,이하이,First Love,2013.03.25 ~ 2013.03.31,20681,4
10,Rose,이하이,First Love,2013.03.25 ~ 2013.03.31,87554,4
11,있다 없으니까 (Gone Not Around Any Longer),씨스타19,있다 없으니까,2013.03.25 ~ 2013.03.31,57965,4
12,모노드라마 (With 유승우),허각,LITTLE GIANT,2013.03.25 ~ 2013.03.31,90033,4
13,아니야,윤하 (YOUNHA),아니야,2013.03.25 ~ 2013.03.31,17936,4
14,겨울사랑,The One (더원),"그 겨울, 바람이 분다 OST Part.2",2013.03.25 ~ 2013.03.31,58539,4
15,Man In Love (남자가 사랑할때),인피니트,New Challenge,2013.03.25 ~ 2013.03.31,75851,4
16,눈물 (Feat. 유진 Of 더 씨야),리쌍,이단옆차기 프로젝트 Vol.02,2013.03.25 ~ 2013.03.31,104508,4
17,기대해,걸스데이,기대,2013.03.25 ~ 2013.03.31,43590,4
18,눈물샤워 (Feat. 에일리),배치기,4집 Part.2,2013.03.25 ~ 2013.03.31,86642,4
19,이게 사랑이 아니면 (Feat. 에일리),버벌진트,이게 사랑이 아니면,2013.03.25 ~ 2013.03.31,42083,4
20,긴 생머리 그녀 (Miss Right),틴탑,No.1,2013.03.25 ~ 2013.03.31,33338,4
21,아카시아,백지영,OST Best (Flash Back),2013.03.25 ~ 2013.03.31,5711,4
22,모르시나요,다비치,아이리스Ⅱ OST Part 1,2013.03.25 ~ 2013.03.31,23471,4
23,1440,허각,LITTLE GIANT,2013.03.25 ~ 2013.03.31,50096,4
24,Dream Girl,SHINee (샤이니),SHINee The 3rd Album Chapter 1. 'Dream Girl - The Misconceptions Of You',2013.03.25 ~ 2013.03.31,59698,4
25,몸만와 (With 버벌진트),팬텀,몸만와,2013.03.25 ~ 2013.03.31,10203,4
26,안녕 나야,포맨 (4MEN),The 5th Album Vol.1 (실화),2013.03.25 ~ 2013.03.31,46250,4
27,Oops! (Feat. 정일훈 Of BTOB),지나,Beautiful Kisses,2013.03.25 ~ 2013.03.31,12135,4
28,Tell Me Tell Me,레인보우,Rainbow Syndrome,2013.03.25 ~ 2013.03.31,30095,4
29,사랑은 은하수 다방에서,AKMU (악뮤),SBS K팝 스타 시즌2 TOP 4,2013.03.25 ~ 2013.03.31,29925,4
30,고마워 고마워,라디 (Ra. D),작은 이야기,2013.03.25 ~ 2013.03.31,16641,4
31,라면인건가,AKMU (악뮤),SBS K팝 스타 시즌2 TOP 10 (1회),2013.03.25 ~ 2013.03.31,38451,4
32,"Officially Missing You, Too","긱스 (Geeks), 소유 (SOYOU)",re;code Episode I,2013.03.25 ~ 2013.03.31,113293,4
33,가수가 된 이유,신용재 (2F),24,2013.03.25 ~ 2013.03.31,90377,4
34,여수 밤바다,버스커 버스커,버스커 버스커 1집,2013.03.25 ~ 2013.03.31,158054,4
35,뻔한 멜로디 (Feat. Crush),Zion.T,뻔한 멜로디,2013.03.25 ~ 2013.03.31,54196,4
36,"? (물음표) (Feat. 최자 Of 다이나믹듀오, Zion.T)",프라이머리,Primary And The Messengers LP,2013.03.25 ~ 2013.03.31,122754,4
37,자니 (Feat. Dynamic Duo),프라이머리,자니,2013.03.25 ~ 2013.03.31,195765,4
38,첫사랑,버스커 버스커,버스커 버스커 1집,2013.03.25 ~ 2013.03.31,106614,4
39,얼음꽃,에일리(Ailee),야왕 OST Part.2,2013.03.25 ~ 2013.03.31,40136,4
40,Bye Bye Love,2BIC(투빅),Back To Black,2013.03.25 ~ 2013.03.31,7205,4
41,"웃고 떠나 (With 주이, Mr. Tyfoon)",길미,웃고 떠나,2013.03.25 ~ 2013.03.31,4042,4
42,My Angel (Feat. 윤후) (MBC '아빠! 어디가?' 윤후 자장가 삽입곡),포맨 (4MEN),The 3rd Generation (Special Album),2013.03.25 ~ 2013.03.31,29760,4
43,I'm Sorry,CNBLUE (씨엔블루),Re:BLUE,2013.03.25 ~ 2013.03.31,32810,4
44,정말로 사랑한다면,버스커 버스커,버스커 버스커 1집 마무리,2013.03.25 ~ 2013.03.31,106854,4
45,너 땜에 못살아 (Feat. 버벌진트),서인국,Y.BIRD From Jellyfish With 서인국,2013.03.25 ~ 2013.03.31,21299,4
46,지우개,알리 (ALi),지우개,2013.03.25 ~ 2013.03.31,65645,4
47,그 뻔한 말,정인,그니,2013.03.25 ~ 2013.03.31,10773,4
48,오랜만이죠 (Feat. 신지수),라디 (Ra. D),오랜만이죠,2013.03.25 ~ 2013.03.31,34919,4
49,너는 사랑이다,서인영,돈의 화신 OST Part.6,2013.03.25 ~ 2013.03.31,3899,4
50,A,Carly Rae Jepsen,Call Me Maybe,2013.03.25 ~ 2013.03.31,91189,4
51,혼자라고 생각말기 (슈퍼스타 K5 송희진 오디션 참가곡),김보경 (NEON),학교 OST Part.3,2013.03.25 ~ 2013.03.31,38375,4
52,바람기억,나얼,Principle Of My Soul,2013.03.25 ~ 2013.03.31,222312,4
53,I Got A Boy,소녀시대 (GIRLS' GENERATION),I Got A Boy,2013.03.25 ~ 2013.03.31,59703,4
54,너는 나를 (Feat. 조현아 Of 어반자카파),김진표,5 Break-Up Stories,2013.03.25 ~ 2013.03.31,21116,4
55,나쁜여자,레이디스 코드,CODE#01 나쁜여자,2013.03.25 ~ 2013.03.31,25120,4
56,어떤가요,노을,아이리스Ⅱ OST Part 2,2013.03.25 ~ 2013.03.31,22926,4
57,되돌리다,이승기,숲,2013.03.25 ~ 2013.03.31,159387,4
58,헤어지던 날,제아파이브,Voulez-vous,2013.03.25 ~ 2013.03.31,7047,4
59,너였나봐,아이비,돈의 화신 OST Part.4,2013.03.25 ~ 2013.03.31,5177,4
60,그런 너 (Disturbance),보아 (BoA),그런 너,2013.03.25 ~ 2013.03.31,27071,4
61,I'm Alive (내가 사는 이유) (Feat. 킹스턴루디스카),바비 킴,"Hitman Project #3 : A Tribute To The Hitman, David Foster",2013.03.25 ~ 2013.03.31,1388,4
62,될 대로 되라고 해 (느낌 So Good),개코,GAEKO ATTIC's 1st PIECE,2013.03.25 ~ 2013.03.31,41224,4
63,어렸나 봐 (Feat. 유성은),김진표,어렸나 봐,2013.03.25 ~ 2013.03.31,6475,4
64,봄에게 바라는 것,포지션,봄에게 바라는 것,2013.03.25 ~ 2013.03.31,14394,4
65,Officially Missing You,긱스 (Geeks),Officially Missing You,2013.03.25 ~ 2013.03.31,199437,4
66,그대라서,김연우,나인 OST Part 2,2013.03.25 ~ 2013.03.31,12368,4
67,하지 못한 말,노을,TIME FOR LOVE,2013.03.25 ~ 2013.03.31,94773,4
68,아닌가봐,이영현,야왕 OST Part.7,2013.03.25 ~ 2013.03.31,1729,4
69,매일하는 이별,아미,매일하는 이별,2013.03.25 ~ 2013.03.31,5022,4
70,카페인 (Feat. 용준형 Of BEAST),양요섭,The First Collage,2013.03.25 ~ 2013.03.31,81596,4
71,"씨스루 (Feat. Zion.T, 개코 Of 다이나믹듀오)",프라이머리,Primary And The Messengers LP,2013.03.25 ~ 2013.03.31,92417,4
72,시작이 좋아 (Feat. 강민희 Of 미스에스),버벌진트,시작이 좋아,2013.03.25 ~ 2013.03.31,39500,4
73,강북멋쟁이,정형돈,박명수의 어떤가요,2013.03.25 ~ 2013.03.31,40047,4
74,Special Girl (Feat. Bumkey),인피니트H,FLY HIGH,2013.03.25 ~ 2013.03.31,47382,4
75,Cosmic Girl,김태우,T-LOVE,2013.03.25 ~ 2013.03.31,5705,4
76,돌스 (Dolls),나인뮤지스,DOLLS,2013.03.25 ~ 2013.03.31,47834,4
77,빗속에서,앤드류 최,SBS K팝 스타 시즌2 TOP 4,2013.03.25 ~ 2013.03.31,1264,4
78,A,버스커 버스커,슈퍼스타K 4,2013.03.25 ~ 2013.03.31,3712,4
79,아파도 행복해,"이진성 (먼데이 키즈), 김연지",아파도 행복해,2013.03.25 ~ 2013.03.31,4016,4
80,매력있어,AKMU (악뮤),SBS K팝 스타 시즌2 '매력있어',2013.03.25 ~ 2013.03.31,39234,4
81,보여줄게,에일리(Ailee),Invitation,2013.03.25 ~ 2013.03.31,103225,4
82,좋을거야,"애즈원, 미스에스",The S Part.3,2013.03.25 ~ 2013.03.31,3090,4
83,Goodbye To Romance,써니힐,Antique Romance,2013.03.25 ~ 2013.03.31,74856,4
84,싫다,백지영,싫다,2013.03.25 ~ 2013.03.31,18589,4
85,가수가 된 이유,이예준,보이스코리아2 Part 1,2013.03.25 ~ 2013.03.31,14550,4
86,귀요미송,하리,귀요미송 (ReTitle),2013.03.25 ~ 2013.03.31,13583,4
87,그댈 마주하는건 힘들어 (그마힘),버스커 버스커,버스커 버스커 1집 마무리,2013.03.25 ~ 2013.03.31,64744,4
88,나도 여자인데 (A Girl In Love),씨스타19,있다 없으니까,2013.03.25 ~ 2013.03.31,11326,4
89,외로움증폭장치 (브래드 드럼 한판 쉬기),버스커 버스커,버스커 버스커 1집,2013.03.25 ~ 2013.03.31,49112,4
90,반창꼬,노을,반창꼬,2013.03.25 ~ 2013.03.31,32024,4
91,먹지,예성 (YESUNG),"그 겨울, 바람이 분다 OST Part.1",2013.03.25 ~ 2013.03.31,14637,4
92,저녁 하늘,에일리(Ailee),Invitation,2013.03.25 ~ 2013.03.31,192774,4
93,오래전 안녕,에릭남 (Eric Nam),Love In Memory OST Part.2,2013.03.25 ~ 2013.03.31,11278,4
94,지구인?,10CM,지구인?,2013.03.25 ~ 2013.03.31,6320,4
95,A,포맨 (4MEN),불후의 명곡 - 전설을 노래하다 (펄시스터즈 편),2013.03.25 ~ 2013.03.31,481,4
96,거울앞에서,글램,거울앞에서,2013.03.25 ~ 2013.03.31,2948,4
97,날 닮은 너,"이예준, 이현주",보이스코리아2 Part 3,2013.03.25 ~ 2013.03.31,5053,4
98,희재,이수영,클래식: 더 리메이크 두번째,2013.03.25 ~ 2013.03.31,3645,4
99,기억을 걷다보면,디셈버,기억을 걷다보면,2013.03.25 ~ 2013.03.31,11804,4
100,Special (Feat. 제니 of BLACKPINK),이하이,First Love,2013.03.25 ~ 2013.03.31,13490,4
1,녹는 중 (Feat. 버벌진트),다비치,녹는 중,2013.04.01 ~ 2013.04.07,52642,1
2,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2013.04.01 ~ 2013.04.07,345195,1
3,Rose,이하이,First Love,2013.04.01 ~ 2013.04.07,87554,1
4,거북이,다비치,Mystic Ballad Part.1,2013.04.01 ~ 2013.04.07,96728,1
5,Crescendo (크레셴도),AKMU (악뮤),SBS K팝 스타 시즌2 TOP 6,2013.04.01 ~ 2013.04.07,76352,1
6,어때 (Feat. 하림),긱스 (Geeks),어때,2013.04.01 ~ 2013.04.07,53217,1
7,그리고 하나,태연 (TAEYEON),"그 겨울, 바람이 분다 OST Part.5",2013.04.01 ~ 2013.04.07,46750,1
8,눈꽃,거미,"그 겨울, 바람이 분다 OST Part.3",2013.04.01 ~ 2013.04.07,53732,1
9,그대로 있어도 돼 (Feat. Crush),Supreme Team,Thanks 4 The Wait,2013.04.01 ~ 2013.04.07,45403,1
10,Love Blossom (러브블러썸),케이윌,The 3rd Album Part.2 'Love Blossom (러브블러썸)',2013.04.01 ~ 2013.04.07,124784,1
11,둘이서 한잔해,다비치,Mystic Ballad Part.2,2013.04.01 ~ 2013.04.07,22172,1
12,어느 봄날,2am,어느 봄날,2013.04.01 ~ 2013.04.07,29621,1
13,겨울사랑,The One (더원),"그 겨울, 바람이 분다 OST Part.2",2013.04.01 ~ 2013.04.07,58539,1
14,모노드라마 (With 유승우),허각,LITTLE GIANT,2013.04.01 ~ 2013.04.07,90033,1
15,있다 없으니까 (Gone Not Around Any Longer),씨스타19,있다 없으니까,2013.04.01 ~ 2013.04.07,57965,1
16,기대해,걸스데이,기대,2013.04.01 ~ 2013.04.07,43590,1
17,Ma Boy 3 (Feat. 나나 Of 오렌지캬라멜),일렉트로보이즈,In Love,2013.04.01 ~ 2013.04.07,8592,1
18,눈물 (Feat. 유진 Of 더 씨야),리쌍,이단옆차기 프로젝트 Vol.02,2013.04.01 ~ 2013.04.07,104508,1
19,It's Over,이하이,First Love,2013.04.01 ~ 2013.04.07,20681,1
20,Man In Love (남자가 사랑할때),인피니트,New Challenge,2013.04.01 ~ 2013.04.07,75851,1
21,고마워 고마워,라디 (Ra. D),작은 이야기,2013.04.01 ~ 2013.04.07,16641,1
22,아니야,윤하 (YOUNHA),아니야,2013.04.01 ~ 2013.04.07,17936,1
23,눈물샤워 (Feat. 에일리),배치기,4집 Part.2,2013.04.01 ~ 2013.04.07,86642,1
24,없어,최자,Traveler,2013.04.01 ~ 2013.04.07,4597,1
25,이게 사랑이 아니면 (Feat. 에일리),버벌진트,이게 사랑이 아니면,2013.04.01 ~ 2013.04.07,42083,1
26,사랑하니까,"배치기, 신보라",내 연애의 모든 것 OST Part.1,2013.04.01 ~ 2013.04.07,15156,1
27,긴 생머리 그녀 (Miss Right),틴탑,No.1,2013.04.01 ~ 2013.04.07,33338,1
28,그땐 그랬지,"알리 (ALi), C-CLOWN",그땐 그랬지,2013.04.01 ~ 2013.04.07,4138,1
29,굿바이 (With 소유 Of 씨스타),홍대광,멀어진다,2013.04.01 ~ 2013.04.07,23425,1
30,모르시나요,다비치,아이리스Ⅱ OST Part 1,2013.04.01 ~ 2013.04.07,23471,1
31,외국인의 고백,AKMU (악뮤),SBS K팝 스타 시즌2 TOP 3 Part.2,2013.04.01 ~ 2013.04.07,57165,1
32,1440,허각,LITTLE GIANT,2013.04.01 ~ 2013.04.07,50096,1
33,Dream Girl,SHINee (샤이니),SHINee The 3rd Album Chapter 1. 'Dream Girl - The Misconceptions Of You',2013.04.01 ~ 2013.04.07,59698,1
34,너는 나를 (Feat. 조현아 Of 어반자카파),김진표,5 Break-Up Stories,2013.04.01 ~ 2013.04.07,21116,1
35,안녕 나야,포맨 (4MEN),The 5th Album Vol.1 (실화),2013.04.01 ~ 2013.04.07,46250,1
36,사랑은 은하수 다방에서,AKMU (악뮤),SBS K팝 스타 시즌2 TOP 4,2013.04.01 ~ 2013.04.07,29925,1
37,Oops! (Feat. 정일훈 Of BTOB),지나,Beautiful Kisses,2013.04.01 ~ 2013.04.07,12135,1
38,아카시아,백지영,OST Best (Flash Back),2013.04.01 ~ 2013.04.07,5711,1
39,Tell Me Tell Me,레인보우,Rainbow Syndrome,2013.04.01 ~ 2013.04.07,30095,1
40,몸만와 (With 버벌진트),팬텀,몸만와,2013.04.01 ~ 2013.04.07,10203,1
41,"Officially Missing You, Too","긱스 (Geeks), 소유 (SOYOU)",re;code Episode I,2013.04.01 ~ 2013.04.07,113293,1
42,라면인건가,AKMU (악뮤),SBS K팝 스타 시즌2 TOP 10 (1회),2013.04.01 ~ 2013.04.07,38451,1
43,가수가 된 이유,신용재 (2F),24,2013.04.01 ~ 2013.04.07,90377,1
44,자니 (Feat. Dynamic Duo),프라이머리,자니,2013.04.01 ~ 2013.04.07,195765,1
45,들었다 놨다 (Love Actually),"써니힐, 데이브레이크 (DAYBREAK)",re;code Episode III,2013.04.01 ~ 2013.04.07,36571,1
46,여수 밤바다,버스커 버스커,버스커 버스커 1집,2013.04.01 ~ 2013.04.07,158054,1
47,"? (물음표) (Feat. 최자 Of 다이나믹듀오, Zion.T)",프라이머리,Primary And The Messengers LP,2013.04.01 ~ 2013.04.07,122754,1
48,첫사랑,버스커 버스커,버스커 버스커 1집,2013.04.01 ~ 2013.04.07,106614,1
49,얼음꽃,에일리(Ailee),야왕 OST Part.2,2013.04.01 ~ 2013.04.07,40136,1
50,정말로 사랑한다면,버스커 버스커,버스커 버스커 1집 마무리,2013.04.01 ~ 2013.04.07,106854,1
51,지우개,알리 (ALi),지우개,2013.04.01 ~ 2013.04.07,65645,1
52,너는 사랑이다,서인영,돈의 화신 OST Part.6,2013.04.01 ~ 2013.04.07,3899,1
53,뻔한 멜로디 (Feat. Crush),Zion.T,뻔한 멜로디,2013.04.01 ~ 2013.04.07,54196,1
54,I'm Sorry,CNBLUE (씨엔블루),Re:BLUE,2013.04.01 ~ 2013.04.07,32810,1
55,A,Carly Rae Jepsen,Call Me Maybe,2013.04.01 ~ 2013.04.07,91189,1
56,너 땜에 못살아 (Feat. 버벌진트),서인국,Y.BIRD From Jellyfish With 서인국,2013.04.01 ~ 2013.04.07,21299,1
57,바람기억,나얼,Principle Of My Soul,2013.04.01 ~ 2013.04.07,222312,1
58,아마도,10CM,직장의 신 OST Part.1,2013.04.01 ~ 2013.04.07,4413,1
59,My Angel (Feat. 윤후) (MBC '아빠! 어디가?' 윤후 자장가 삽입곡),포맨 (4MEN),The 3rd Generation (Special Album),2013.04.01 ~ 2013.04.07,29760,1
60,나쁜여자,레이디스 코드,CODE#01 나쁜여자,2013.04.01 ~ 2013.04.07,25120,1
61,Bye Bye Love,2BIC(투빅),Back To Black,2013.04.01 ~ 2013.04.07,7205,1
62,오랜만이죠 (Feat. 신지수),라디 (Ra. D),오랜만이죠,2013.04.01 ~ 2013.04.07,34919,1
63,봄에게 바라는 것,포지션,봄에게 바라는 것,2013.04.01 ~ 2013.04.07,14394,1
64,혼자라고 생각말기 (슈퍼스타 K5 송희진 오디션 참가곡),김보경 (NEON),학교 OST Part.3,2013.04.01 ~ 2013.04.07,38375,1
65,I Got A Boy,소녀시대 (GIRLS' GENERATION),I Got A Boy,2013.04.01 ~ 2013.04.07,59703,1
66,"웃고 떠나 (With 주이, Mr. Tyfoon)",길미,웃고 떠나,2013.04.01 ~ 2013.04.07,4042,1
67,그 뻔한 말,정인,그니,2013.04.01 ~ 2013.04.07,10773,1
68,어떤가요,노을,아이리스Ⅱ OST Part 2,2013.04.01 ~ 2013.04.07,22926,1
69,되돌리다,이승기,숲,2013.04.01 ~ 2013.04.07,159387,1
70,"씨스루 (Feat. Zion.T, 개코 Of 다이나믹듀오)",프라이머리,Primary And The Messengers LP,2013.04.01 ~ 2013.04.07,92417,1
71,Officially Missing You,긱스 (Geeks),Officially Missing You,2013.04.01 ~ 2013.04.07,199437,1
72,될 대로 되라고 해 (느낌 So Good),개코,GAEKO ATTIC's 1st PIECE,2013.04.01 ~ 2013.04.07,41224,1
73,하지 못한 말,노을,TIME FOR LOVE,2013.04.01 ~ 2013.04.07,94773,1
74,그런 너 (Disturbance),보아 (BoA),그런 너,2013.04.01 ~ 2013.04.07,27071,1
75,A,버스커 버스커,슈퍼스타K 4,2013.04.01 ~ 2013.04.07,3712,1
76,지구인?,10CM,지구인?,2013.04.01 ~ 2013.04.07,6320,1
77,카페인 (Feat. 용준형 Of BEAST),양요섭,The First Collage,2013.04.01 ~ 2013.04.07,81596,1
78,Fly To Love,루나플라이,Fly To Love,2013.04.01 ~ 2013.04.07,1228,1
79,시작이 좋아 (Feat. 강민희 Of 미스에스),버벌진트,시작이 좋아,2013.04.01 ~ 2013.04.07,39500,1
80,Special Girl (Feat. Bumkey),인피니트H,FLY HIGH,2013.04.01 ~ 2013.04.07,47382,1
81,돌스 (Dolls),나인뮤지스,DOLLS,2013.04.01 ~ 2013.04.07,47834,1
82,강북멋쟁이,정형돈,박명수의 어떤가요,2013.04.01 ~ 2013.04.07,40047,1
83,어렸나 봐 (Feat. 유성은),김진표,어렸나 봐,2013.04.01 ~ 2013.04.07,6475,1
84,Lay Back,케이윌,The 3rd Album Part.2 'Love Blossom (러브블러썸)',2013.04.01 ~ 2013.04.07,43858,1
85,너였나봐,아이비,돈의 화신 OST Part.4,2013.04.01 ~ 2013.04.07,5177,1
86,날 닮은 너,"이예준, 이현주",보이스코리아2 Part 3,2013.04.01 ~ 2013.04.07,5053,1
87,그댈 마주하는건 힘들어 (그마힘),버스커 버스커,버스커 버스커 1집 마무리,2013.04.01 ~ 2013.04.07,64744,1
88,매력있어,AKMU (악뮤),SBS K팝 스타 시즌2 '매력있어',2013.04.01 ~ 2013.04.07,39234,1
89,희재,이수영,클래식: 더 리메이크 두번째,2013.04.01 ~ 2013.04.07,3645,1
90,외로움증폭장치 (브래드 드럼 한판 쉬기),버스커 버스커,버스커 버스커 1집,2013.04.01 ~ 2013.04.07,49112,1
91,헤어지던 날,제아파이브,Voulez-vous,2013.04.01 ~ 2013.04.07,7047,1
92,가수가 된 이유,이예준,보이스코리아2 Part 1,2013.04.01 ~ 2013.04.07,14550,1
93,Cosmic Girl,김태우,T-LOVE,2013.04.01 ~ 2013.04.07,5705,1
94,보여줄게,에일리(Ailee),Invitation,2013.04.01 ~ 2013.04.07,103225,1
95,매일하는 이별,아미,매일하는 이별,2013.04.01 ~ 2013.04.07,5022,1
96,저녁 하늘,에일리(Ailee),Invitation,2013.04.01 ~ 2013.04.07,192774,1
97,아닌가봐,이영현,야왕 OST Part.7,2013.04.01 ~ 2013.04.07,1729,1
98,Goodbye To Romance,써니힐,Antique Romance,2013.04.01 ~ 2013.04.07,74856,1
99,그대라서,김연우,나인 OST Part 2,2013.04.01 ~ 2013.04.07,12368,1
100,I'm In Love,"김민지, 박의성",보이스코리아2 Part 4,2013.04.01 ~ 2013.04.07,2940,1
1,GENTLEMAN,싸이 (PSY),GENTLEMAN,2013.04.08 ~ 2013.04.14,85757,2
2,Love Blossom (러브블러썸),케이윌,The 3rd Album Part.2 'Love Blossom (러브블러썸)',2013.04.08 ~ 2013.04.14,124784,2
3,녹는 중 (Feat. 버벌진트),다비치,녹는 중,2013.04.08 ~ 2013.04.14,52642,2
4,어때 (Feat. 하림),긱스 (Geeks),어때,2013.04.08 ~ 2013.04.14,53217,2
5,Somebody,"15& (박지민, 백예린)",Somebody,2013.04.08 ~ 2013.04.14,24556,2
6,외국인의 고백,AKMU (악뮤),SBS K팝 스타 시즌2 TOP 3 Part.2,2013.04.08 ~ 2013.04.14,57165,2
7,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2013.04.08 ~ 2013.04.14,345195,2
8,Rose,이하이,First Love,2013.04.08 ~ 2013.04.14,87554,2
