rank,title,singer,album,date,like,month,year,season
2,또 운다 또,다비치,DAVICHI HUG,2015.02.02.01,46891,2,2015,winter
3,같은 시간 속의 너,나얼,브라운 아이드 소울 싱글 프로젝트 1st. 같은 시간 속의 너 By 나얼,2015.02.02.01,157663,2,2015,winter
4,화 (Feat. 진실 Of Mad Soul Child) (Fire),매드클라운,Piece Of Mine,2015.02.02.01,77338,2,2015,winter
5,목소리,노을,보이지 않는 것들,2015.02.02.01,57904,2,2015,winter
6,슬픔 속에 그댈 지워야만 해,"정승환, 박윤하",K팝 스타 시즌4 - 캐스팅 오디션 Part.1,2015.02.02.01,55204,2,2015,winter
7,위아래,EXID,위아래,2015.02.02.01,78021,2,2015,winter
8,팔베개 (Feat. 기현) (Pillow),"소유 (SOYOU), 기리보이",NO.MERCY (노머시) Part.2,2015.02.02.01,51343,2,2015,winter
9,사랑에 빠지고 싶다,정승환,K팝 스타 시즌4 '사랑에 빠지고 싶다',2015.02.02.01,102291,2,2015,winter
10,LUV,Apink (에이핑크),Pink LUV,2015.02.02.01,100247,2,2015,winter
11,환청 (Feat. 나쑈 (NaShow)),장재인(JEIN),킬미힐미 OST Part.1,2015.02.02.01,63048,2,2015,winter
12,행복해서 미안해,다비치,DAVICHI HUG,2015.02.02.01,28672,2,2015,winter
13,광화문에서 (At Gwanghwamun),규현 (KYUHYUN),The 1st Mini Album '광화문에서 (At Gwanghwamun)',2015.02.02.01,244285,2,2015,winter
14,Problem (Feat. Iggy Azalea),Ariana Grande,Problem,2015.02.02.01,84482,2,2015,winter
15,GOOD BOY,GD X TAEYANG,GOOD BOY,2015.02.02.01,91016,2,2015,winter
16,사뿐사뿐,AOA,사뿐사뿐,2015.02.02.01,52172,2,2015,winter
17,Because Of You,백지영,"하이드 지킬, 나 OST Part 2",2015.02.02.01,19060,2,2015,winter
18,Angel,"타이거JK, 윤미래, 비지 (Bizzy)",Angel,2015.02.02.01,45969,2,2015,winter
19,세 사람 (With 성시경),토이,Da Capo,2015.02.02.01,107579,2,2015,winter
20,싱숭생숭 (SsSs),"다이나믹 듀오, 박정현",싱숭생숭 (SsSs),2015.02.02.01,51925,2,2015,winter
21,데자-부 (Deja-Boo) (Feat. Zion.T),종현 (JONGHYUN),The 1st Mini Album 'BASE',2015.02.02.01,51703,2,2015,winter
22,니가 모르게 (You Don't Know),로꼬,LOCOMOTIVE,2015.02.02.01,115355,2,2015,winter
23,야생화,박효신,야생화,2015.02.02.01,324394,2,2015,winter
24,I'm Not The Only One,Sam Smith,In The Lonely Hour,2015.02.02.01,295543,2,2015,winter
25,Lost Stars,Adam Levine,Begin Again - Music From And Inspired By The Original Motion Picture,2015.02.02.01,274048,2,2015,winter
26,신촌을 못가,포스트맨 (POSTMEN),신촌을 못가,2015.02.02.01,114068,2,2015,winter
27,"BORN HATER (Feat. 빈지노, 버벌진트, B.I, MINO, BOBBY)",에픽하이 (EPIK HIGH),신발장,2015.02.02.01,114744,2,2015,winter
28,예뻐,인피니트H,Second Mini Album 'Fly Again',2015.02.02.01,25226,2,2015,winter
29,지워 (Feat. 아이언),"효린, 주영",지워,2015.02.02.01,36789,2,2015,winter
30,12시 30분,비스트,TIME,2015.02.02.01,102179,2,2015,winter
31,잘못된 만남,김건모,Kim Gun Mo 3,2015.02.02.01,57388,2,2015,winter
32,어느 멋진 날,정용화,어느 멋진 날,2015.02.02.01,22164,2,2015,winter
33,내 생애 가장 행복한 시간 (Feat. 허각),MC몽,MISS ME OR DISS ME,2015.02.02.01,96703,2,2015,winter
34,HAPPY TOGETHER,박효신,HAPPY TOGETHER,2015.02.02.01,75151,2,2015,winter
35,내가 그리웠니 (Feat. 진실 Of Mad Soul Child),MC몽,MISS ME OR DISS ME,2015.02.02.01,51420,2,2015,winter
36,나는 달라 (Feat. BOBBY),HI SUHYUN,나는 달라,2015.02.02.01,51375,2,2015,winter
37,공허해,WINNER,2014 S/S,2015.02.02.01,151656,2,2015,winter
38,바라보기,엠씨더맥스 (M.C the MAX),미녀의 탄생 OST Part 4,2015.02.02.01,75394,2,2015,winter
39,잊지 말기로 해 (Bonus Track),"성시경, 권진아",Winter Wonderland,2015.02.02.01,54365,2,2015,winter
40,헤픈엔딩 (Feat. 조원선 Of 롤러코스터),에픽하이 (EPIK HIGH),신발장,2015.02.02.01,95634,2,2015,winter
41,산다는 건 (Cheer Up),홍진영,인생노트 (LIFE NOTE),2015.02.02.01,51420,2,2015,winter
42,악몽 (Feat. 박수진),배치기,악몽,2015.02.02.01,19687,2,2015,winter
43,금요일에 만나요 (Feat. 장이정 Of HISTORY),아이유,Modern Times - Epilogue,2015.02.02.01,263526,2,2015,winter
44,손대지마,에일리(Ailee),Magazine,2015.02.02.01,68909,2,2015,winter
45,드라마 (DRAMA),나인뮤지스,DRAMA,2015.02.02.01,31340,2,2015,winter
46,"Cheers (Feat. Beenzino, Babylon)","개코, 얀키 (YANKIE)",Cheers,2015.02.02.01,17252,2,2015,winter
47,쓰담쓰담,10CM,3.0,2015.02.02.01,59094,2,2015,winter
48,밤샜지 (Prod. By ZICO),육지담,언프리티 랩스타 Track 1,2015.02.02.01,10796,2,2015,winter
49,My Love,에디킴,Sing Sing Sing,2015.02.02.01,21853,2,2015,winter
50,언제쯤이면 (Duet.아이유),윤현상,피아노포르테 (PIANOFORTE),2015.02.02.01,97725,2,2015,winter
51,그녀와의 이별,김현정,Legend,2015.02.02.01,34444,2,2015,winter
52,너의 의미 (Feat. 김창완),아이유,꽃갈피,2015.02.02.01,235269,2,2015,winter
53,끼부리지마,WINNER,2014 S/S,2015.02.02.01,107568,2,2015,winter
54,Maps,Maroon 5,Maps,2015.02.02.01,102004,2,2015,winter
55,"화장 지웠어 (Feat. Zion.T, HA:TFELT) (No Make Up)",개코,REDINGRAY,2015.02.02.01,65218,2,2015,winter
56,"묘해, 너와",어쿠스틱 콜라보,연애의 발견 OST Part 4,2015.02.02.01,160448,2,2015,winter
57,썸 (Feat. 릴보이 Of 긱스),"소유 (SOYOU), 정기고",썸,2015.02.02.01,179673,2,2015,winter
58,연결고리#힙합,BOBBY,쇼미더머니3 Part.4,2015.02.02.01,68009,2,2015,winter
59,사랑에 빠지고 싶다,김조한,사랑에 빠지고 싶다,2015.02.02.01,67883,2,2015,winter
60,피노키오,로이킴,피노키오 OST Part.2,2015.02.02.01,44418,2,2015,winter
61,그대도 같은가요,에일리(Ailee),빛나거나 미치거나 OST Part.1,2015.02.02.01,14947,2,2015,winter
62,"눈, 코, 입",태양,RISE,2015.02.02.01,188920,2,2015,winter
63,Sugar,Maroon 5,V (Deluxe Edition),2015.02.02.01,231845,2,2015,winter
64,전화번호,지누션,노.라.보.세. 4집,2015.02.02.01,17558,2,2015,winter
65,HER,블락비 (Block B),HER,2015.02.02.01,130694,2,2015,winter
66,You,지소울 (GSoul),Coming Home,2015.02.02.01,32068,2,2015,winter
67,오빠야,"술제이 (Sool J), 조현영",오빠야,2015.02.02.01,19729,2,2015,winter
68,술이 너보다 낫더라,"포스트맨 (POSTMEN), 6 to 8",술이 너보다 낫더라,2015.02.02.01,27918,2,2015,winter
69,한여름밤의 꿀,"San E (산이), 레이나 (Raina)","San E, 레이나 Project Single '한여름밤의 꿀'",2015.02.02.01,175617,2,2015,winter
70,멍,김현정,The Third Eye,2015.02.02.01,27537,2,2015,winter
71,그리워 그리워하다,포스트맨 (POSTMEN),빛나거나 미치거나 OST Part. 3,2015.02.02.01,9676,2,2015,winter
72,너무 보고싶어,어쿠스틱 콜라보,연애의 발견 OST Part 6,2015.02.02.01,104920,2,2015,winter
73,White Love (스키장에서),터보,하얀 겨울 2005,2015.02.02.01,24013,2,2015,winter
74,말리꽃,유성은,칠전팔기 구해라 OST Part 3,2015.02.02.01,18437,2,2015,winter
75,교복을 벗고,써니힐,1st Album Part. B (Sunny Blues),2015.02.02.01,9163,2,2015,winter
76,예뻐졌다 (Feat. 지코 Of Block B),박보람,예뻐졌다,2015.02.02.01,76419,2,2015,winter
77,너를 사랑해,윤미래,괜찮아 사랑이야 OST Part.6,2015.02.02.01,80226,2,2015,winter
78,Piano Man,마마무 (Mamamoo),Piano Man,2015.02.02.01,56530,2,2015,winter
79,U & I (With Crush & 빈지노),토이,Da Capo,2015.02.02.01,62991,2,2015,winter
80,죽을만큼 아파서 Part.2 (Feat. 스웨덴세탁소),MC몽,MISS ME OR DISS ME,2015.02.02.01,34470,2,2015,winter
81,하나뿐인 사람,케이윌,피노키오 OST Part.5,2015.02.02.01,20108,2,2015,winter
82,좋아 (JOA),길구봉구,좋아 (JOA),2015.02.02.01,33161,2,2015,winter
83,시간아 천천히,이진아,K팝 스타 시즌4 '시간아 천천히',2015.02.02.01,40054,2,2015,winter
84,Poison,엄정화,Invitation,2015.02.02.01,26196,2,2015,winter
85,추운 비,4minute,Crazy,2015.02.02.01,10677,2,2015,winter
86,잠시만 안녕 (Original),엠씨더맥스 (M.C the MAX),M.C The Max!,2015.02.02.01,104810,2,2015,winter
87,Uptown Funk (Feat. Bruno Mars),Mark Ronson,Uptown Funk (Feat. Bruno Mars),2015.02.02.01,159977,2,2015,winter
88,두 여자의 방,다비치,DAVICHI HUG,2015.02.02.01,9327,2,2015,winter
89,사랑의 와이파이,홍진영,조영수 All Star - 홍진영,2015.02.02.01,7104,2,2015,winter
90,Memory,신화,MEMORY,2015.02.02.01,8066,2,2015,winter
91,도망가자 (Feat. 린),MC몽,MISS ME OR DISS ME,2015.02.02.01,50048,2,2015,winter
92,Tears,소찬휘,First Bridge,2015.02.02.01,45008,2,2015,winter
93,나 어릴 적 꿈,터보,터보 (Turbo) 1집 '280km Speed',2015.02.02.01,14969,2,2015,winter
94,그사람,박화요비,820211,2015.02.02.01,9161,2,2015,winter
95,겨울 끝에서,"장희영, 이현",겨울 끝에서,2015.02.02.01,2673,2,2015,winter
96,한강앞에서,나비 (Navi),REAL STORY,2015.02.02.01,10390,2,2015,winter
97,말해줘,지누션,Jinusean,2015.02.02.01,20635,2,2015,winter
98,Coach Me (Feat. 주헌),"San E (산이), 효린",NO.MERCY (노머시) Part.1,2015.02.02.01,8518,2,2015,winter
99,지켜줄게,지창욱,힐러 OST Part 6,2015.02.02.01,6031,2,2015,winter
100,그게 나야,김동률,동행,2015.02.02.01,83780,2,2015,winter
1,같은 시간 속의 너,나얼,브라운 아이드 소울 싱글 프로젝트 1st. 같은 시간 속의 너 By 나얼,2015.02.09.02,157663,2,2015,winter
2,그냥 (Just),"Zion.T, Crush",Young,2015.02.09.02,146425,2,2015,winter
3,사랑은 미친짓 (Feat. 칸토 of 트로이),"15& (박지민, 백예린)",사랑은 미친짓,2015.02.09.02,45877,2,2015,winter
4,또 운다 또,다비치,DAVICHI HUG,2015.02.09.02,46891,2,2015,winter
5,화 (Feat. 진실 Of Mad Soul Child) (Fire),매드클라운,Piece Of Mine,2015.02.09.02,77338,2,2015,winter
6,목소리,노을,보이지 않는 것들,2015.02.09.02,57904,2,2015,winter
7,위아래,EXID,위아래,2015.02.09.02,78021,2,2015,winter
8,미쳐,4minute,Crazy,2015.02.09.02,45727,2,2015,winter
9,슬픔 속에 그댈 지워야만 해,"정승환, 박윤하",K팝 스타 시즌4 - 캐스팅 오디션 Part.1,2015.02.09.02,55204,2,2015,winter
10,환청 (Feat. 나쑈 (NaShow)),장재인(JEIN),킬미힐미 OST Part.1,2015.02.09.02,63048,2,2015,winter
11,팔베개 (Feat. 기현) (Pillow),"소유 (SOYOU), 기리보이",NO.MERCY (노머시) Part.2,2015.02.09.02,51343,2,2015,winter
12,LUV,Apink (에이핑크),Pink LUV,2015.02.09.02,100247,2,2015,winter
13,사랑에 빠지고 싶다,정승환,K팝 스타 시즌4 '사랑에 빠지고 싶다',2015.02.09.02,102291,2,2015,winter
14,광화문에서 (At Gwanghwamun),규현 (KYUHYUN),The 1st Mini Album '광화문에서 (At Gwanghwamun)',2015.02.09.02,244285,2,2015,winter
15,행복해서 미안해,다비치,DAVICHI HUG,2015.02.09.02,28672,2,2015,winter
16,My Type (Prod. By 버벌진트),"제시 (Jessi), 치타 (CHEETAH), 강남",언프리티 랩스타 Track 3,2015.02.09.02,46572,2,2015,winter
17,Problem (Feat. Iggy Azalea),Ariana Grande,Problem,2015.02.09.02,84482,2,2015,winter
18,GOOD BOY,GD X TAEYANG,GOOD BOY,2015.02.09.02,91016,2,2015,winter
19,사뿐사뿐,AOA,사뿐사뿐,2015.02.09.02,52172,2,2015,winter
20,Because Of You,백지영,"하이드 지킬, 나 OST Part 2",2015.02.09.02,19060,2,2015,winter
21,Angel,"타이거JK, 윤미래, 비지 (Bizzy)",Angel,2015.02.09.02,45969,2,2015,winter
22,I'm Not The Only One,Sam Smith,In The Lonely Hour,2015.02.09.02,295543,2,2015,winter
23,세 사람 (With 성시경),토이,Da Capo,2015.02.09.02,107579,2,2015,winter
24,싱숭생숭 (SsSs),"다이나믹 듀오, 박정현",싱숭생숭 (SsSs),2015.02.09.02,51925,2,2015,winter
25,니가 모르게 (You Don't Know),로꼬,LOCOMOTIVE,2015.02.09.02,115355,2,2015,winter
26,야생화,박효신,야생화,2015.02.09.02,324394,2,2015,winter
27,Well Done (Feat. Ja Mezz),지코 (ZICO),Well Done,2015.02.09.02,22733,2,2015,winter
28,밤샜지 (Prod. By ZICO),육지담,언프리티 랩스타 Track 1,2015.02.09.02,10796,2,2015,winter
29,Lost Stars,Adam Levine,Begin Again - Music From And Inspired By The Original Motion Picture,2015.02.09.02,274048,2,2015,winter
30,데자-부 (Deja-Boo) (Feat. Zion.T),종현 (JONGHYUN),The 1st Mini Album 'BASE',2015.02.09.02,51703,2,2015,winter
31,신촌을 못가,포스트맨 (POSTMEN),신촌을 못가,2015.02.09.02,114068,2,2015,winter
32,"BORN HATER (Feat. 빈지노, 버벌진트, B.I, MINO, BOBBY)",에픽하이 (EPIK HIGH),신발장,2015.02.09.02,114744,2,2015,winter
33,지워 (Feat. 아이언),"효린, 주영",지워,2015.02.09.02,36789,2,2015,winter
34,12시 30분,비스트,TIME,2015.02.09.02,102179,2,2015,winter
35,예뻐,인피니트H,Second Mini Album 'Fly Again',2015.02.09.02,25226,2,2015,winter
36,내 생애 가장 행복한 시간 (Feat. 허각),MC몽,MISS ME OR DISS ME,2015.02.09.02,96703,2,2015,winter
37,어느 멋진 날,정용화,어느 멋진 날,2015.02.09.02,22164,2,2015,winter
38,바라보기,엠씨더맥스 (M.C the MAX),미녀의 탄생 OST Part 4,2015.02.09.02,75394,2,2015,winter
39,공허해,WINNER,2014 S/S,2015.02.09.02,151656,2,2015,winter
40,잘못된 만남,김건모,Kim Gun Mo 3,2015.02.09.02,57388,2,2015,winter
41,금요일에 만나요 (Feat. 장이정 Of HISTORY),아이유,Modern Times - Epilogue,2015.02.09.02,263526,2,2015,winter
42,내가 그리웠니 (Feat. 진실 Of Mad Soul Child),MC몽,MISS ME OR DISS ME,2015.02.09.02,51420,2,2015,winter
43,드라마 (DRAMA),나인뮤지스,DRAMA,2015.02.09.02,31340,2,2015,winter
44,HAPPY TOGETHER,박효신,HAPPY TOGETHER,2015.02.09.02,75151,2,2015,winter
45,나는 달라 (Feat. BOBBY),HI SUHYUN,나는 달라,2015.02.09.02,51375,2,2015,winter
46,Sugar,Maroon 5,V (Deluxe Edition),2015.02.09.02,231845,2,2015,winter
47,헤픈엔딩 (Feat. 조원선 Of 롤러코스터),에픽하이 (EPIK HIGH),신발장,2015.02.09.02,95634,2,2015,winter
48,산다는 건 (Cheer Up),홍진영,인생노트 (LIFE NOTE),2015.02.09.02,51420,2,2015,winter
49,손대지마,에일리(Ailee),Magazine,2015.02.09.02,68909,2,2015,winter
50,악몽 (Feat. 박수진),배치기,악몽,2015.02.09.02,19687,2,2015,winter
51,잊지 말기로 해 (Bonus Track),"성시경, 권진아",Winter Wonderland,2015.02.09.02,54365,2,2015,winter
52,썸 (Feat. 릴보이 Of 긱스),"소유 (SOYOU), 정기고",썸,2015.02.09.02,179673,2,2015,winter
53,너의 의미 (Feat. 김창완),아이유,꽃갈피,2015.02.09.02,235269,2,2015,winter
54,쓰담쓰담,10CM,3.0,2015.02.09.02,59094,2,2015,winter
55,Maps,Maroon 5,Maps,2015.02.09.02,102004,2,2015,winter
56,"묘해, 너와",어쿠스틱 콜라보,연애의 발견 OST Part 4,2015.02.09.02,160448,2,2015,winter
57,Uptown Funk (Feat. Bruno Mars),Mark Ronson,Uptown Funk (Feat. Bruno Mars),2015.02.09.02,159977,2,2015,winter
58,끼부리지마,WINNER,2014 S/S,2015.02.09.02,107568,2,2015,winter
59,언제쯤이면 (Duet.아이유),윤현상,피아노포르테 (PIANOFORTE),2015.02.09.02,97725,2,2015,winter
60,"Cheers (Feat. Beenzino, Babylon)","개코, 얀키 (YANKIE)",Cheers,2015.02.09.02,17252,2,2015,winter
61,연결고리#힙합,BOBBY,쇼미더머니3 Part.4,2015.02.09.02,68009,2,2015,winter
62,"화장 지웠어 (Feat. Zion.T, HA:TFELT) (No Make Up)",개코,REDINGRAY,2015.02.09.02,65218,2,2015,winter
63,My Love,에디킴,Sing Sing Sing,2015.02.09.02,21853,2,2015,winter
64,"눈, 코, 입",태양,RISE,2015.02.09.02,188920,2,2015,winter
65,그녀와의 이별,김현정,Legend,2015.02.09.02,34444,2,2015,winter
66,추운 비,4minute,Crazy,2015.02.09.02,10677,2,2015,winter
67,사랑에 빠지고 싶다,김조한,사랑에 빠지고 싶다,2015.02.09.02,67883,2,2015,winter
68,HER,블락비 (Block B),HER,2015.02.09.02,130694,2,2015,winter
69,Tough Cookie (Feat. Don Mills),지코 (ZICO),Tough Cookie,2015.02.09.02,51598,2,2015,winter
70,한여름밤의 꿀,"San E (산이), 레이나 (Raina)","San E, 레이나 Project Single '한여름밤의 꿀'",2015.02.09.02,175617,2,2015,winter
71,피노키오,로이킴,피노키오 OST Part.2,2015.02.09.02,44418,2,2015,winter
72,술이 너보다 낫더라,"포스트맨 (POSTMEN), 6 to 8",술이 너보다 낫더라,2015.02.09.02,27918,2,2015,winter
73,그대도 같은가요,에일리(Ailee),빛나거나 미치거나 OST Part.1,2015.02.09.02,14947,2,2015,winter
74,어차피 한번은 아파야 해,유성은,어차피 한번은 아파야 해,2015.02.09.02,9136,2,2015,winter
75,너무 보고싶어,어쿠스틱 콜라보,연애의 발견 OST Part 6,2015.02.09.02,104920,2,2015,winter
76,예뻐졌다 (Feat. 지코 Of Block B),박보람,예뻐졌다,2015.02.09.02,76419,2,2015,winter
77,잠시만 안녕 (Original),엠씨더맥스 (M.C the MAX),M.C The Max!,2015.02.09.02,104810,2,2015,winter
78,너를 사랑해,윤미래,괜찮아 사랑이야 OST Part.6,2015.02.09.02,80226,2,2015,winter
79,오빠야,"술제이 (Sool J), 조현영",오빠야,2015.02.09.02,19729,2,2015,winter
80,Piano Man,마마무 (Mamamoo),Piano Man,2015.02.09.02,56530,2,2015,winter
81,전화번호,지누션,노.라.보.세. 4집,2015.02.09.02,17558,2,2015,winter
82,U & I (With Crush & 빈지노),토이,Da Capo,2015.02.09.02,62991,2,2015,winter
83,말리꽃,유성은,칠전팔기 구해라 OST Part 3,2015.02.09.02,18437,2,2015,winter
84,Angel 2 Me (Duet. Jeff Bernat),맥케이 (McKay),Angel 2 Me,2015.02.09.02,48892,2,2015,winter
85,죽을만큼 아파서 Part.2 (Feat. 스웨덴세탁소),MC몽,MISS ME OR DISS ME,2015.02.09.02,34470,2,2015,winter
86,그리워 그리워하다,포스트맨 (POSTMEN),빛나거나 미치거나 OST Part. 3,2015.02.09.02,9676,2,2015,winter
87,하나뿐인 사람,케이윌,피노키오 OST Part.5,2015.02.09.02,20108,2,2015,winter
88,You,지소울 (GSoul),Coming Home,2015.02.09.02,32068,2,2015,winter
89,SHAKE THAT BRASS (Feat. 태연 (소녀시대)),Amber Liu (엠버),The 1st Mini Album 'Beautiful',2015.02.09.02,11303,2,2015,winter
90,멍,김현정,The Third Eye,2015.02.09.02,27537,2,2015,winter
91,좋아 (JOA),길구봉구,좋아 (JOA),2015.02.09.02,33161,2,2015,winter
92,Kiss,"휘성 (Realslow), 에일리(Ailee)",WS Duet Project No.4 Kiss,2015.02.09.02,4239,2,2015,winter
93,교복을 벗고,써니힐,1st Album Part. B (Sunny Blues),2015.02.09.02,9163,2,2015,winter
94,White Love (스키장에서),터보,하얀 겨울 2005,2015.02.09.02,24013,2,2015,winter
95,유리구슬 (Glass Bead),여자친구 (GFRIEND),여자친구 1st Mini Album 'Season Of Glass',2015.02.09.02,80694,2,2015,winter
96,도망가자 (Feat. 린),MC몽,MISS ME OR DISS ME,2015.02.09.02,50048,2,2015,winter
97,사랑의 와이파이,홍진영,조영수 All Star - 홍진영,2015.02.09.02,7104,2,2015,winter
98,시간아 천천히,이진아,K팝 스타 시즌4 '시간아 천천히',2015.02.09.02,40054,2,2015,winter
99,두 여자의 방,다비치,DAVICHI HUG,2015.02.09.02,9327,2,2015,winter
100,Poison,엄정화,Invitation,2015.02.09.02,26196,2,2015,winter
1,같은 시간 속의 너,나얼,브라운 아이드 소울 싱글 프로젝트 1st. 같은 시간 속의 너 By 나얼,2015.02.16.03,157663,2,2015,winter
2,My Type (Prod. By 버벌진트),"제시 (Jessi), 치타 (CHEETAH), 강남",언프리티 랩스타 Track 3,2015.02.16.03,46572,2,2015,winter
3,그냥 (Just),"Zion.T, Crush",Young,2015.02.16.03,146425,2,2015,winter
4,또 운다 또,다비치,DAVICHI HUG,2015.02.16.03,46891,2,2015,winter
5,사랑은 미친짓 (Feat. 칸토 of 트로이),"15& (박지민, 백예린)",사랑은 미친짓,2015.02.16.03,45877,2,2015,winter
6,화 (Feat. 진실 Of Mad Soul Child) (Fire),매드클라운,Piece Of Mine,2015.02.16.03,77338,2,2015,winter
7,목소리,노을,보이지 않는 것들,2015.02.16.03,57904,2,2015,winter
8,미쳐,4minute,Crazy,2015.02.16.03,45727,2,2015,winter
9,위아래,EXID,위아래,2015.02.16.03,78021,2,2015,winter
10,환청 (Feat. 나쑈 (NaShow)),장재인(JEIN),킬미힐미 OST Part.1,2015.02.16.03,63048,2,2015,winter
11,슬픔 속에 그댈 지워야만 해,"정승환, 박윤하",K팝 스타 시즌4 - 캐스팅 오디션 Part.1,2015.02.16.03,55204,2,2015,winter
12,팔베개 (Feat. 기현) (Pillow),"소유 (SOYOU), 기리보이",NO.MERCY (노머시) Part.2,2015.02.16.03,51343,2,2015,winter
13,LUV,Apink (에이핑크),Pink LUV,2015.02.16.03,100247,2,2015,winter
14,광화문에서 (At Gwanghwamun),규현 (KYUHYUN),The 1st Mini Album '광화문에서 (At Gwanghwamun)',2015.02.16.03,244285,2,2015,winter
15,사랑에 빠지고 싶다,정승환,K팝 스타 시즌4 '사랑에 빠지고 싶다',2015.02.16.03,102291,2,2015,winter
