rank,title,singer,album,date,like,month,year,season
52,너의 의미 (Feat. 김창완),아이유,꽃갈피,2014.12.22.04,235269,12,2014,winter
53,금요일에 만나요 (Feat. 장이정 Of HISTORY),아이유,Modern Times - Epilogue,2014.12.22.04,263526,12,2014,winter
54,"묘해, 너와",어쿠스틱 콜라보,연애의 발견 OST Part 4,2014.12.22.04,160448,12,2014,winter
55,그게 나야,김동률,동행,2014.12.22.04,83780,12,2014,winter
56,우리 다시 사랑한다면,2BIC(투빅),Genuine,2014.12.22.04,14040,12,2014,winter
57,틈,"소유 (SOYOU), 권순일 (어반자카파), 박용인 (어반자카파)",소유X어반자카파 (권순일&박용인) '틈',2014.12.22.04,46258,12,2014,winter
58,바라보기,엠씨더맥스 (M.C the MAX),미녀의 탄생 OST Part 4,2014.12.22.04,75394,12,2014,winter
59,나처럼 사랑했을까,"포스트맨 (POSTMEN), 바닐라 어쿠스틱",나처럼 사랑했을까,2014.12.22.04,13957,12,2014,winter
60,Piano Man,마마무 (Mamamoo),Piano Man,2014.12.22.04,56530,12,2014,winter
61,너를 사랑해,윤미래,괜찮아 사랑이야 OST Part.6,2014.12.22.04,80226,12,2014,winter
62,예뻐졌다 (Feat. 지코 Of Block B),박보람,예뻐졌다,2014.12.22.04,76419,12,2014,winter
63,아무일 없었다는 듯,"휘성 (Realslow), 알리 (ALi)",아무일 없었다는 듯,2014.12.22.04,6157,12,2014,winter
64,울어도 돼,비투비,The Winter's Tale,2014.12.22.04,61417,12,2014,winter
65,"끝 (Feat. 조현아, 기리보이)",2LSON,"끝 (Feat. 조현아, 기리보이)",2014.12.22.04,11616,12,2014,winter
66,한여름밤의 꿀,"San E (산이), 레이나 (Raina)","San E, 레이나 Project Single '한여름밤의 꿀'",2014.12.22.04,175617,12,2014,winter
67,술이 너보다 낫더라,"포스트맨 (POSTMEN), 6 to 8",술이 너보다 낫더라,2014.12.22.04,27918,12,2014,winter
68,HER,블락비 (Block B),HER,2014.12.22.04,130693,12,2014,winter
69,썸 (Feat. 릴보이 Of 긱스),"소유 (SOYOU), 정기고",썸,2014.12.22.04,179672,12,2014,winter
70,Maps,Maroon 5,Maps,2014.12.22.04,102004,12,2014,winter
71,걔 성격 몰라?,2BIC(투빅),3rd Mini Repackage Album 'Genuine',2014.12.22.04,3959,12,2014,winter
72,New York (Feat. 백지영),MC몽,MISS ME OR DISS ME,2014.12.22.04,16656,12,2014,winter
73,너무 보고싶어,어쿠스틱 콜라보,연애의 발견 OST Part 6,2014.12.22.04,104920,12,2014,winter
74,"별, 그대",정용화,"별, 그대",2014.12.22.04,7585,12,2014,winter
75,눈의 꽃,박효신,미안하다 사랑한다 OST,2014.12.22.04,185333,12,2014,winter
76,겁나 (Feat. 매드클라운),멜로디데이 (MelodyDay),겁나 (Feat. 매드클라운),2014.12.22.04,8276,12,2014,winter
77,당신만이,"곽진언, 김필, 임도혁",슈퍼스타K6 곽진언 김필 임도혁,2014.12.22.04,51017,12,2014,winter
78,시간과 낙엽,AKMU (악뮤),시간과 낙엽,2014.12.22.04,103292,12,2014,winter
79,청춘연가,넬 (NELL),청춘연가,2014.12.22.04,23205,12,2014,winter
80,울면 안 돼,비투비,The Winter's Tale,2014.12.22.04,58441,12,2014,winter
81,Winter Wonderland,성시경,Winter Wonderland,2014.12.22.04,8214,12,2014,winter
82,"고장난 선풍기 (Feat. 개리, 효린 Of 씨스타)",MC몽,MISS ME OR DISS ME,2014.12.22.04,25395,12,2014,winter
83,It's Christmas Day,로이킴,It's Christmas Day,2014.12.22.04,10956,12,2014,winter
84,가드올리고 Bounce,BOBBY,쇼미더머니3 Part.5,2014.12.22.04,39902,12,2014,winter
85,"집 밥 (Feat. 긱스, 이희선여사)",김범수,HIM,2014.12.22.04,13896,12,2014,winter
86,펑펑,알리 (ALi),TURNING POINT,2014.12.22.04,56816,12,2014,winter
87,Tough Cookie (Feat. Don Mills),지코 (ZICO),Tough Cookie,2014.12.22.04,51598,12,2014,winter
88,I'm Not The Only One,Sam Smith,In The Lonely Hour,2014.12.22.04,295543,12,2014,winter
89,어떻게 사랑이 그래요,이승환,Hwantastic,2014.12.22.04,76808,12,2014,winter
90,거짓말 거짓말 거짓말,이적,고독의 의미,2014.12.22.04,104423,12,2014,winter
91,Whatever (Feat. 민아 Of 걸스데이),MC몽,MISS ME OR DISS ME,2014.12.22.04,18702,12,2014,winter
92,Kiss Me,Zion.T,피노키오 OST Part.6,2014.12.22.04,13526,12,2014,winter
93,No One Else Like You,Adam Levine,Begin Again - Music From And Inspired By The Original Motion Picture,2014.12.22.04,76453,12,2014,winter
94,독기,아이언,쇼미더머니3 씨잼 vs 아이언,2014.12.22.04,56659,12,2014,winter
95,눈이 오는 날엔 (Feat. 딘딘),NS 윤지,눈이 오는 날엔,2014.12.22.04,1637,12,2014,winter
96,스포일러,에픽하이 (EPIK HIGH),신발장,2014.12.22.04,37066,12,2014,winter
97,니 말대로,김나영,니 말대로,2014.12.22.04,18098,12,2014,winter
98,그녀가 말했다 (With 권진아),토이,Da Capo,2014.12.22.04,67971,12,2014,winter
99,엄마로 산다는 것은,이설아,K팝 스타 시즌4 '엄마로 산다는 것은',2014.12.22.04,15402,12,2014,winter
1,I Got A Boy,소녀시대 (GIRLS' GENERATION),I Got A Boy,2012.12.31.01,59705,12,2012,winter
2,되돌리다,이승기,숲,2012.12.31.01,159391,12,2012,winter
3,Dancing Queen,소녀시대 (GIRLS' GENERATION),I Got A Boy,2012.12.31.01,21788,12,2012,winter
4,카페인 (Feat. 용준형 Of BEAST),양요섭,The First Collage,2012.12.31.01,81597,12,2012,winter
5,매력있어,AKMU (악뮤),SBS K팝 스타 시즌2 '매력있어',2012.12.31.01,39235,12,2012,winter
6,싫다,백지영,싫다,2012.12.31.01,18589,12,2012,winter
7,"Officially Missing You, Too","긱스 (Geeks), 소유 (SOYOU)",re;code Episode I,2012.12.31.01,113296,12,2012,winter
8,Goodbye To Romance,써니힐,Antique Romance,2012.12.31.01,74855,12,2012,winter
9,안아보자 (Feat. 정엽),제아,Just JeA,2012.12.31.01,12495,12,2012,winter
10,하지 못한 말,노을,TIME FOR LOVE,2012.12.31.01,94778,12,2012,winter
11,이사람,"효린, 전효성, 현아, 니콜, 나나 (애프터스쿨)",2012 SBS 가요대전 The Color Of K-Pop 'Dazzling Red',2012.12.31.01,15751,12,2012,winter
12,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2012.12.31.01,171261,12,2012,winter
13,"? (물음표) (Feat. 최자 Of 다이나믹듀오, Zion.T)",프라이머리,Primary And The Messengers LP,2012.12.31.01,122766,12,2012,winter
14,"1,2,3,4 (원,투,쓰리,포)",이하이,"1,2,3,4 (원,투,쓰리,포)",2012.12.31.01,76045,12,2012,winter
15,다 잊었니,2BIC(투빅),다 잊었니,2012.12.31.01,7073,12,2012,winter
16,보여줄게,에일리(Ailee),Invitation,2012.12.31.01,103229,12,2012,winter
17,반창꼬,노을,반창꼬,2012.12.31.01,32024,12,2012,winter
18,나쁜 사람,JUNIEL,원앤원 (1&1),2012.12.31.01,45215,12,2012,winter
19,TALK THAT,시크릿,TALK THAT,2012.12.31.01,12099,12,2012,winter
20,다리꼬지마,AKMU (악뮤),SBS K팝 스타 시즌2 '다리꼬지마',2012.12.31.01,43418,12,2012,winter
21,일 년째,지아,ANEMONE,2012.12.31.01,14191,12,2012,winter
22,사랑은 이렇게,케이윌,청담동 앨리스 OST Part.4,2012.12.31.01,9912,12,2012,winter
23,강북멋쟁이,정형돈,박명수의 어떤가요,2012.12.31.01,40048,12,2012,winter
24,힐링이 필요해,로이킴,슈퍼스타K4 Top 12 Part.6,2012.12.31.01,38201,12,2012,winter
25,먼지가 되어,"로이킴, 정준영",슈퍼스타 K4 Top 12 Part.1,2012.12.31.01,61018,12,2012,winter
26,일년전에,"ABLE (장현승), 정은지, 김남주 (에이핑크)",'A Cube' For Season # White,2012.12.31.01,16537,12,2012,winter
27,다 예뻐,"한선화, 영재",다 예뻐,2012.12.31.01,15011,12,2012,winter
28,하얀 설레임 (White Love),"케이윌, 소유 (SOYOU), 정민",Starship Planet 2012 (스타쉽플래닛),2012.12.31.01,19212,12,2012,winter
29,그 사람 (원곡가수 이승철),The One (더원),'나는 가수다 2' 2012 가왕전 파이널,2012.12.31.01,4243,12,2012,winter
30,Yesterday,"정진운, L.Joe, 이준, HOYA(이호원), 이기광",2012 SBS 가요대전 The Color Of K-Pop 'Dynamic Black',2012.12.31.01,17274,12,2012,winter
31,이러지마 제발 (Please Don't...),케이윌,The 3rd Album Part.1,2012.12.31.01,84348,12,2012,winter
32,휘파람,로이킴,슈퍼스타 K4 Top 12 Part.2,2012.12.31.01,55462,12,2012,winter
33,Express 999,소녀시대 (GIRLS' GENERATION),I Got A Boy,2012.12.31.01,23044,12,2012,winter
34,귀여워 (With 권정열 Of 10cm),별,귀여워,2012.12.31.01,50666,12,2012,winter
35,키다리 아저씨,백아연,청담동 앨리스 OST Part.3,2012.12.31.01,13074,12,2012,winter
36,Don't Go,디셈버,The Last Legacy,2012.12.31.01,6690,12,2012,winter
37,바람기억,나얼,Principle Of My Soul,2012.12.31.01,222318,12,2012,winter
38,300원짜리 커피,소울스타 (SOULSTAR),300원짜리 커피,2012.12.31.01,9487,12,2012,winter
39,서랍정리,빅마마,서랍정리,2012.12.31.01,2701,12,2012,winter
40,All For You,"서인국, 정은지",응답하라 1997 Love Story Part 1,2012.12.31.01,197499,12,2012,winter
41,하얀 겨울,"김범수, 박정현",하얀 겨울,2012.12.31.01,22109,12,2012,winter
42,아프지마 (Feat. 현아 Of 4Minute),이루,아프지마,2012.12.31.01,1512,12,2012,winter
43,혼자라고 생각말기 (슈퍼스타 K5 송희진 오디션 참가곡),김보경 (NEON),학교 OST Part.3,2012.12.31.01,38376,12,2012,winter
44,메뚜기월드,유재석,박명수의 어떤가요,2012.12.31.01,14794,12,2012,winter
45,아무나 (Feat. 길미),은지원,아무나,2012.12.31.01,7267,12,2012,winter
46,허수아비,이하이,허수아비,2012.12.31.01,40401,12,2012,winter
47,인어공주,"강지영, 보라, 한선화, 허가윤 (4minute), 리지 (오렌지 캬라멜)",2012 SBS 가요대전 The Color Of K-Pop 'Mystic White',2012.12.31.01,21170,12,2012,winter
48,눈물나게 아름다운,"조권, 니엘 (틴탑), 지오 (G.O), 양요섭, 남우현",2012 SBS 가요대전 The Color Of K-Pop 'Dramatic Blue',2012.12.31.01,21279,12,2012,winter
49,섹시 보이 (Feat. 영지),하하,박명수의 어떤가요,2012.12.31.01,9466,12,2012,winter
50,Call Me Maybe,Carly Rae Jepsen,Call Me Maybe,2012.12.31.01,91189,12,2012,winter
51,스쳐간다,로이킴,스쳐간다,2012.12.31.01,23633,12,2012,winter
52,닐리리맘보,블락비 (Block B),BLOCKBUSTER,2012.12.31.01,60531,12,2012,winter
53,피어나,가인,Talk About S.,2012.12.31.01,66828,12,2012,winter
54,Officially Missing You,긱스 (Geeks),Officially Missing You,2012.12.31.01,199457,12,2012,winter
55,Thank U For,XIA (준수),Thank U For,2012.12.31.01,20719,12,2012,winter
56,말리꽃 (원곡가수 이승철),이정(J.Lee),'나는 가수다 2' 10월 B조 경연,2012.12.31.01,24712,12,2012,winter
57,남자 없이 잘 살아,미쓰에이,Independent Women pt.Ⅲ,2012.12.31.01,34875,12,2012,winter
58,똑같은 사랑 똑같은 이별,어반자카파,[02],2012.12.31.01,47851,12,2012,winter
59,Ice Cream (Feat. Maboos),현아,MELTING,2012.12.31.01,19669,12,2012,winter
60,Beautiful Day,"지나, 산체스 (Sanchez)",DOKKUN Project Pt.2,2012.12.31.01,7515,12,2012,winter
61,Baby Maybe,소녀시대 (GIRLS' GENERATION),I Got A Boy,2012.12.31.01,7984,12,2012,winter
62,I Need You,"허각, 지아",I Need You,2012.12.31.01,131378,12,2012,winter
63,If You Love Me (Feat. 박재범),NS 윤지,If You Love Me (Feat. 박재범),2012.12.31.01,68383,12,2012,winter
64,크레용 (Crayon),G-DRAGON,One Of A Kind,2012.12.31.01,61688,12,2012,winter
65,저녁 하늘,에일리(Ailee),Invitation,2012.12.31.01,192782,12,2012,winter
66,사랑이 다른 사랑으로 잊혀지네,하림,Whistle In A Maze,2012.12.31.01,72256,12,2012,winter
67,그대가 잠든 사이,제아,Just JeA,2012.12.31.01,6332,12,2012,winter
68,백야,넬 (NELL),Holding Onto Gravity,2012.12.31.01,23944,12,2012,winter
69,있기 없기,달샤벳,있기 없기,2012.12.31.01,10917,12,2012,winter
70,춥다 (Feat. 이하이),에픽하이 (EPIK HIGH),99,2012.12.31.01,69461,12,2012,winter
71,니 얼굴 떠올라 (Feat. 스윙스),별,보고싶다 OST Part.3,2012.12.31.01,11502,12,2012,winter
72,엄마를 닮았네,길,박명수의 어떤가요,2012.12.31.01,5929,12,2012,winter
73,노스텔지아 (Feat. 에릭),가인,노스텔지아,2012.12.31.01,25875,12,2012,winter
74,응급실,정준영,슈퍼스타K4 Top 12 Part.5,2012.12.31.01,18696,12,2012,winter
75,말해봐 (Talk Talk),소녀시대 (GIRLS' GENERATION),I Got A Boy,2012.12.31.01,5263,12,2012,winter
76,독약 (毒藥) (Feat. 해리 Of 다비치),더 씨야,LOVE U,2012.12.31.01,9603,12,2012,winter
77,립스틱 (LIPSTICK),오렌지 캬라멜,립스틱 (LIPSTICK),2012.12.31.01,33860,12,2012,winter
78,눈물이 툭 (Feat. 박경 Of 블락비),지아,눈물이 툭,2012.12.31.01,10556,12,2012,winter
79,눈물이 주르륵,손담비,눈물이 주르륵,2012.12.31.01,11567,12,2012,winter
80,사랑은 눈꽃처럼,XIA (준수),세상 어디에도 없는 착한남자 OST Part.1,2012.12.31.01,67307,12,2012,winter
81,유리아이 (Lost In Love),소녀시대 (GIRLS' GENERATION),I Got A Boy,2012.12.31.01,14572,12,2012,winter
82,I Like That,글램,I Like That,2012.12.31.01,4411,12,2012,winter
83,Missing You (Feat. 김윤아 Of 자우림),G-DRAGON,One Of A Kind,2012.12.31.01,124048,12,2012,winter
84,Promise,소녀시대 (GIRLS' GENERATION),I Got A Boy,2012.12.31.01,6697,12,2012,winter
85,인연 (원곡가수 이선희),소향,'나는 가수다 2' 2012 가왕전 4강전,2012.12.31.01,10576,12,2012,winter
86,회상 (Feat. 주석),김종국,김종국 2012 Remake : 회상,2012.12.31.01,2986,12,2012,winter
87,My Grown Up Christmas List (Christmas Wish),에일리(Ailee),"Hitman Project #1 : A Tribute To The Hitman, David Foster",2012.12.31.01,4251,12,2012,winter
88,독 (Feat. E-Sens Of 슈프림팀),프라이머리,Primary And The Messengers LP,2012.12.31.01,108459,12,2012,winter
89,흰눈 사이로 하이힐 타고,"오렌지 캬라멜, 뉴이스트",흰눈 사이로 하이힐 타고,2012.12.31.01,12006,12,2012,winter
90,Young Girls,Bruno Mars,Unorthodox Jukebox,2012.12.31.01,16061,12,2012,winter
91,나를 잊지마요,걸스데이,Girl's Day Party #5,2012.12.31.01,23207,12,2012,winter
92,숲,이승기,숲,2012.12.31.01,13279,12,2012,winter
93,사랑아,The One (더원),'나는 가수다 2' 2012 가왕전 개막제,2012.12.31.01,20478,12,2012,winter
94,사랑해요,정준하,박명수의 어떤가요,2012.12.31.01,5862,12,2012,winter
95,썸데이 (원곡가수 김동희),The One (더원),'나는 가수다 2' 2012 가왕전 세미파이널,2012.12.31.01,21762,12,2012,winter
96,낭만길 (Romantic St.),소녀시대 (GIRLS' GENERATION),I Got A Boy,2012.12.31.01,7819,12,2012,winter
97,Spectrum,S.M. The Performance & Zedd,S.M. The Performance 'Spectrum',2012.12.31.01,3518,12,2012,winter
98,쩔어,뚱스,쩔어,2012.12.31.01,8346,12,2012,winter
99,노가르시아,노홍철,박명수의 어떤가요,2012.12.31.01,4488,12,2012,winter
100,오늘 뭐해?,헬로비너스,오늘 뭐해?,2012.12.31.01,9447,12,2012,winter
1,강북멋쟁이,정형돈,박명수의 어떤가요,2013.01.07.02,40048,1,2013,winter
2,I Got A Boy,소녀시대 (GIRLS' GENERATION),I Got A Boy,2013.01.07.02,59705,1,2013,winter
3,싫다,백지영,싫다,2013.01.07.02,18589,1,2013,winter
4,시작이 좋아 (Feat. 강민희 Of 미스에스),버벌진트,시작이 좋아,2013.01.07.02,39500,1,2013,winter
5,되돌리다,이승기,숲,2013.01.07.02,159391,1,2013,winter
6,카페인 (Feat. 용준형 Of BEAST),양요섭,The First Collage,2013.01.07.02,81597,1,2013,winter
7,Dancing Queen,소녀시대 (GIRLS' GENERATION),I Got A Boy,2013.01.07.02,21788,1,2013,winter
8,메뚜기월드,유재석,박명수의 어떤가요,2013.01.07.02,14794,1,2013,winter
9,Goodbye To Romance,써니힐,Antique Romance,2013.01.07.02,74855,1,2013,winter
10,"Officially Missing You, Too","긱스 (Geeks), 소유 (SOYOU)",re;code Episode I,2013.01.07.02,113296,1,2013,winter
11,이사람,"효린, 전효성, 현아, 니콜, 나나 (애프터스쿨)",2012 SBS 가요대전 The Color Of K-Pop 'Dazzling Red',2013.01.07.02,15751,1,2013,winter
12,섹시 보이 (Feat. 영지),하하,박명수의 어떤가요,2013.01.07.02,9466,1,2013,winter
13,매력있어,AKMU (악뮤),SBS K팝 스타 시즌2 '매력있어',2013.01.07.02,39235,1,2013,winter
14,하지 못한 말,노을,TIME FOR LOVE,2013.01.07.02,94778,1,2013,winter
15,안아보자 (Feat. 정엽),제아,Just JeA,2013.01.07.02,12495,1,2013,winter
16,"? (물음표) (Feat. 최자 Of 다이나믹듀오, Zion.T)",프라이머리,Primary And The Messengers LP,2013.01.07.02,122766,1,2013,winter
17,반창꼬,노을,반창꼬,2013.01.07.02,32024,1,2013,winter
18,보여줄게,에일리(Ailee),Invitation,2013.01.07.02,103229,1,2013,winter
19,"1,2,3,4 (원,투,쓰리,포)",이하이,"1,2,3,4 (원,투,쓰리,포)",2013.01.07.02,76045,1,2013,winter
20,나쁜 사람,JUNIEL,원앤원 (1&1),2013.01.07.02,45215,1,2013,winter
21,TALK THAT,시크릿,TALK THAT,2013.01.07.02,12099,1,2013,winter
22,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2013.01.07.02,171261,1,2013,winter
23,엄마를 닮았네,길,박명수의 어떤가요,2013.01.07.02,5929,1,2013,winter
24,다 잊었니,2BIC(투빅),다 잊었니,2013.01.07.02,7073,1,2013,winter
25,일년전에,"ABLE (장현승), 정은지, 김남주 (에이핑크)",'A Cube' For Season # White,2013.01.07.02,16537,1,2013,winter
26,다리꼬지마,AKMU (악뮤),SBS K팝 스타 시즌2 '다리꼬지마',2013.01.07.02,43418,1,2013,winter
27,일 년째,지아,ANEMONE,2013.01.07.02,14191,1,2013,winter
28,사랑은 이렇게,케이윌,청담동 앨리스 OST Part.4,2013.01.07.02,9912,1,2013,winter
29,슬픈약속 (Feat. 다비치),스피드,SPEED OF LIGHT,2013.01.07.02,4443,1,2013,winter
30,Special Girl (Feat. Bumkey),인피니트H,FLY HIGH,2013.01.07.02,47383,1,2013,winter
31,힐링이 필요해,로이킴,슈퍼스타K4 Top 12 Part.6,2013.01.07.02,38201,1,2013,winter
32,먼지가 되어,"로이킴, 정준영",슈퍼스타 K4 Top 12 Part.1,2013.01.07.02,61018,1,2013,winter
33,혼자라고 생각말기 (슈퍼스타 K5 송희진 오디션 참가곡),김보경 (NEON),학교 OST Part.3,2013.01.07.02,38376,1,2013,winter
34,사랑해요,정준하,박명수의 어떤가요,2013.01.07.02,5862,1,2013,winter
35,귀여워 (With 권정열 Of 10cm),별,귀여워,2013.01.07.02,50666,1,2013,winter
36,이러지마 제발 (Please Don't...),케이윌,The 3rd Album Part.1,2013.01.07.02,84348,1,2013,winter
37,휘파람,로이킴,슈퍼스타 K4 Top 12 Part.2,2013.01.07.02,55462,1,2013,winter
38,그대가 잠든 사이,제아,Just JeA,2013.01.07.02,6332,1,2013,winter
39,바람기억,나얼,Principle Of My Soul,2013.01.07.02,222318,1,2013,winter
40,다 예뻐,"한선화, 영재",다 예뻐,2013.01.07.02,15011,1,2013,winter
41,Call Me Maybe,Carly Rae Jepsen,Call Me Maybe,2013.01.07.02,91189,1,2013,winter
42,노가르시아,노홍철,박명수의 어떤가요,2013.01.07.02,4488,1,2013,winter
43,하얀 설레임 (White Love),"케이윌, 소유 (SOYOU), 정민",Starship Planet 2012 (스타쉽플래닛),2013.01.07.02,19212,1,2013,winter
44,All For You,"서인국, 정은지",응답하라 1997 Love Story Part 1,2013.01.07.02,197499,1,2013,winter
45,키다리 아저씨,백아연,청담동 앨리스 OST Part.3,2013.01.07.02,13074,1,2013,winter
46,Yesterday,"정진운, L.Joe, 이준, HOYA(이호원), 이기광",2012 SBS 가요대전 The Color Of K-Pop 'Dynamic Black',2013.01.07.02,17274,1,2013,winter
47,Don't Go,디셈버,The Last Legacy,2013.01.07.02,6690,1,2013,winter
48,One Kiss,김재중,One Kiss,2013.01.07.02,6817,1,2013,winter
49,그 사람 (원곡가수 이승철),The One (더원),'나는 가수다 2' 2012 가왕전 파이널,2013.01.07.02,4243,1,2013,winter
50,300원짜리 커피,소울스타 (SOULSTAR),300원짜리 커피,2013.01.07.02,9487,1,2013,winter
51,Officially Missing You,긱스 (Geeks),Officially Missing You,2013.01.07.02,199457,1,2013,winter
52,허수아비,이하이,허수아비,2013.01.07.02,40401,1,2013,winter
53,Express 999,소녀시대 (GIRLS' GENERATION),I Got A Boy,2013.01.07.02,23044,1,2013,winter
54,닐리리맘보,블락비 (Block B),BLOCKBUSTER,2013.01.07.02,60531,1,2013,winter
55,똑같은 사랑 똑같은 이별,어반자카파,[02],2013.01.07.02,47851,1,2013,winter
56,인어공주,"강지영, 보라, 한선화, 허가윤 (4minute), 리지 (오렌지 캬라멜)",2012 SBS 가요대전 The Color Of K-Pop 'Mystic White',2013.01.07.02,21170,1,2013,winter
57,아무나 (Feat. 길미),은지원,아무나,2013.01.07.02,7267,1,2013,winter
58,하얀 겨울,"김범수, 박정현",하얀 겨울,2013.01.07.02,22109,1,2013,winter
59,스쳐간다,로이킴,스쳐간다,2013.01.07.02,23633,1,2013,winter
60,피어나,가인,Talk About S.,2013.01.07.02,66828,1,2013,winter
61,친구 아닌 남자로,이석훈,친구 아닌 남자로,2013.01.07.02,12797,1,2013,winter
62,말리꽃 (원곡가수 이승철),이정(J.Lee),'나는 가수다 2' 10월 B조 경연,2013.01.07.02,24712,1,2013,winter
63,I Need You,"허각, 지아",I Need You,2013.01.07.02,131378,1,2013,winter
64,저녁 하늘,에일리(Ailee),Invitation,2013.01.07.02,192782,1,2013,winter
65,서랍정리,빅마마,서랍정리,2013.01.07.02,2701,1,2013,winter
66,If You Love Me (Feat. 박재범),NS 윤지,If You Love Me (Feat. 박재범),2013.01.07.02,68383,1,2013,winter
67,눈물나게 아름다운,"조권, 니엘 (틴탑), 지오 (G.O), 양요섭, 남우현",2012 SBS 가요대전 The Color Of K-Pop 'Dramatic Blue',2013.01.07.02,21279,1,2013,winter
68,남자 없이 잘 살아,미쓰에이,Independent Women pt.Ⅲ,2013.01.07.02,34875,1,2013,winter
69,크레용 (Crayon),G-DRAGON,One Of A Kind,2013.01.07.02,61688,1,2013,winter
70,있기 없기,달샤벳,있기 없기,2013.01.07.02,10917,1,2013,winter
71,Ice Cream (Feat. Maboos),현아,MELTING,2013.01.07.02,19669,1,2013,winter
72,사랑이 다른 사랑으로 잊혀지네,하림,Whistle In A Maze,2013.01.07.02,72256,1,2013,winter
73,니 얼굴 떠올라 (Feat. 스윙스),별,보고싶다 OST Part.3,2013.01.07.02,11502,1,2013,winter
74,Missing You (Feat. 김윤아 Of 자우림),G-DRAGON,One Of A Kind,2013.01.07.02,124048,1,2013,winter
75,이기적이야,알리 (ALi),이기적이야,2013.01.07.02,1834,1,2013,winter
76,믿어선 안될 말 (Live Ver.),넬 (NELL),Christmas In Nell's Room,2013.01.07.02,4724,1,2013,winter
77,Beautiful Day,"지나, 산체스 (Sanchez)",DOKKUN Project Pt.2,2013.01.07.02,7515,1,2013,winter
78,춥다 (Feat. 이하이),에픽하이 (EPIK HIGH),99,2013.01.07.02,69461,1,2013,winter
79,아프지마 (Feat. 현아 Of 4Minute),이루,아프지마,2013.01.07.02,1512,1,2013,winter
80,Thank U For,XIA (준수),Thank U For,2013.01.07.02,20719,1,2013,winter
81,사랑은 눈꽃처럼,XIA (준수),세상 어디에도 없는 착한남자 OST Part.1,2013.01.07.02,67307,1,2013,winter
82,Young Girls,Bruno Mars,Unorthodox Jukebox,2013.01.07.02,16061,1,2013,winter
83,립스틱 (LIPSTICK),오렌지 캬라멜,립스틱 (LIPSTICK),2013.01.07.02,33860,1,2013,winter
84,백야,넬 (NELL),Holding Onto Gravity,2013.01.07.02,23944,1,2013,winter
85,눈물이 주르륵,손담비,눈물이 주르륵,2013.01.07.02,11567,1,2013,winter
86,독약 (毒藥) (Feat. 해리 Of 다비치),더 씨야,LOVE U,2013.01.07.02,9603,1,2013,winter
87,응급실,정준영,슈퍼스타K4 Top 12 Part.5,2013.01.07.02,18696,1,2013,winter
88,노스텔지아 (Feat. 에릭),가인,노스텔지아,2013.01.07.02,25875,1,2013,winter
89,I Like That,글램,I Like That,2013.01.07.02,4411,1,2013,winter
90,돈 들어오면,"양요섭, 프리픽스",Look To Listen 3rd,2013.01.07.02,9660,1,2013,winter
91,독 (Feat. E-Sens Of 슈프림팀),프라이머리,Primary And The Messengers LP,2013.01.07.02,108459,1,2013,winter
92,눈물이 툭 (Feat. 박경 Of 블락비),지아,눈물이 툭,2013.01.07.02,10556,1,2013,winter
93,아이야 (I Yah),보이프렌드,아이야 (I Yah),2013.01.07.02,4164,1,2013,winter
94,Baby Maybe,소녀시대 (GIRLS' GENERATION),I Got A Boy,2013.01.07.02,7984,1,2013,winter
95,유리아이 (Lost In Love),소녀시대 (GIRLS' GENERATION),I Got A Boy,2013.01.07.02,14572,1,2013,winter
96,숲,이승기,숲,2013.01.07.02,13279,1,2013,winter
97,나를 잊지마요,걸스데이,Girl's Day Party #5,2013.01.07.02,23207,1,2013,winter
98,썸데이 (원곡가수 김동희),The One (더원),'나는 가수다 2' 2012 가왕전 세미파이널,2013.01.07.02,21762,1,2013,winter
99,니가 없을 때 (Feat. Zion.T),인피니트H,FLY HIGH,2013.01.07.02,23203,1,2013,winter
100,인연 (원곡가수 이선희),소향,'나는 가수다 2' 2012 가왕전 4강전,2013.01.07.02,10576,1,2013,winter
1,눈물샤워 (Feat. 에일리),배치기,4집 Part.2,2013.01.14.03,86642,1,2013,winter
2,강북멋쟁이,정형돈,박명수의 어떤가요,2013.01.14.03,40048,1,2013,winter
3,I Got A Boy,소녀시대 (GIRLS' GENERATION),I Got A Boy,2013.01.14.03,59705,1,2013,winter
4,I'm Sorry,CNBLUE (씨엔블루),Re:BLUE,2013.01.14.03,32812,1,2013,winter
5,싫다,백지영,싫다,2013.01.14.03,18589,1,2013,winter
6,시작이 좋아 (Feat. 강민희 Of 미스에스),버벌진트,시작이 좋아,2013.01.14.03,39500,1,2013,winter
7,되돌리다,이승기,숲,2013.01.14.03,159391,1,2013,winter
8,카페인 (Feat. 용준형 Of BEAST),양요섭,The First Collage,2013.01.14.03,81597,1,2013,winter
9,Goodbye To Romance,써니힐,Antique Romance,2013.01.14.03,74855,1,2013,winter
10,Special Girl (Feat. Bumkey),인피니트H,FLY HIGH,2013.01.14.03,47383,1,2013,winter
11,"Officially Missing You, Too","긱스 (Geeks), 소유 (SOYOU)",re;code Episode I,2013.01.14.03,113296,1,2013,winter
12,Dancing Queen,소녀시대 (GIRLS' GENERATION),I Got A Boy,2013.01.14.03,21788,1,2013,winter
