rank,title,singer,album,date,like
74,하루하루,김보경 (NEON),The First Day,2011.04.17.03,21853
75,그대 모습은 장미,김범수,[서바이벌 나는 가수다] 경연1. '80년대 명곡 부르기,2011.04.17.03,1349
76,너 말이야,F-ve Dolls,Charming Five Girls,2011.04.17.03,8361
77,언제나 사랑해,제이세라,Endless Love,2011.04.17.03,27121
78,처음 사랑하는 연인들을 위해 (반말송),정용화,처음 사랑하는 연인들을 위해 (부제: 반말송),2011.04.17.03,35572
79,Dreaming,김수현,드림하이 OST,2011.04.17.03,20796
80,S&M Remix (Single Version) (Feat. Britney Spears),Rihanna,S&M Remix,2011.04.17.03,6897
81,We No Speak Americano (Radio Edit) (SKT T월드 CF 삽입곡),"Yolanda Be Cool, Dcup",We No Speak Americano,2011.04.17.03,11273
82,가질 수 없는 너,현빈,"현빈, 가질 수 없는 너",2011.04.17.03,6917
83,너에게로 또 다시,이소라,[서바이벌 나는 가수다] 경연1. '80년대 명곡 부르기,2011.04.17.03,2055
84,사랑이 말을 듣지 않아 (Rain Ver.) (Feat. 디헤븐 유신),나몰라패밀리JW,Revolution,2011.04.17.03,304
85,비밀 (Special Vocal. 박완규),부활,부활 Collaboration Project  '+ (plus)' / +1,2011.04.17.03,31878
86,Oh Yeah (Feat. 박봄),GD&TOP,GD&TOP,2011.04.17.03,31638
87,무시로,백지영,[서바이벌 나는 가수다] 경연1. '80년대 명곡 부르기,2011.04.17.03,2090
88,짝사랑,정엽,[서바이벌 나는 가수다] 경연1. '80년대 명곡 부르기,2011.04.17.03,552
89,SOMEBODY TO LOVE,BIGBANG (빅뱅),빅뱅 미니앨범 4집,2011.04.17.03,14624
90,꿈에,박정현,박정현 Op.4,2011.04.17.03,76701
91,High High,GD&TOP,GD&TOP,2011.04.17.03,30129
92,한사람,다비치,"웃어요, 엄마 OST Part.8",2011.04.17.03,4051
93,HANDS UP,BIGBANG (빅뱅),빅뱅 미니앨범 4집,2011.04.17.03,11389
94,Hey Hey Hey,리세,'스타오디션 위대한 탄생' Part 1. 8090 명곡 부르기,2011.04.17.03,166
95,Supa Dupa Diva,달샤벳,Supa Dupa Diva,2011.04.17.03,12286
96,너의 마음을 내게 준다면,걸스데이,반짝반짝 빛나는 OST Part.3,2011.04.17.03,5190
97,몸부림,정재욱,몸부림,2011.04.17.03,280
98,Born This Way,Lady Gaga,Born This Way,2011.04.17.03,6684
99,나의 하루,이소라,[서바이벌 나는 가수다] 경연2. '서로의 노래 바꿔 부르기',2011.04.17.03,1129
100,이런 쓰레기 같은...,엠투엠 (M To M),이런 쓰레기같은...,2011.04.17.03,3402
1,Don't Cry,박봄 (Park Bom),Don't Cry,2011.04.24.04,30104
2,피노키오 (Danger),f(x),'피노키오' f(x) The 1st Album,2011.04.24.04,26772
3,LOVE SONG,BIGBANG (빅뱅),빅뱅 스페셜에디션,2011.04.24.04,50440
4,거울아 거울아,4minute,4Minutes Left,2011.04.24.04,11033
5,To Me (내게로..),레인보우,So 女,2011.04.24.04,10786
6,제발,김범수,[서바이벌 나는 가수다] 경연2. '서로의 노래 바꿔 부르기',2011.04.24.04,26029
7,반짝반짝,걸스데이,Girl's Day Party #3,2011.04.24.04,29731
8,직감,CNBLUE (씨엔블루),FIRST STEP,2011.04.24.04,21467
9,방콕시티 (Bangkok City),오렌지 캬라멜,방콕시티,2011.04.24.04,15599
10,아파 아이야,양파,Elegy Nouveau - 스페셜,2011.04.24.04,11777
11,Heart To Heart,4minute,Heart To Heart,2011.04.24.04,16475
12,STUPID LIAR,BIGBANG (빅뱅),빅뱅 스페셜에디션,2011.04.24.04,43668
13,들리나요,지아,내 마음이 들리니 OST Part.1,2011.04.24.04,4102
14,가슴이 뛴다,케이윌,가슴이 뛴다,2011.04.24.04,51707
15,너 밖엔 없더라,김그림,Fly High,2011.04.24.04,14608
16,가슴 시린 이야기 (Feat. 용준형 Of Beast),휘성 (Realslow),가슴 시린 이야기,2011.04.24.04,63731
17,미친거니 (Feat. 방용국),송지은,미친거니,2011.04.24.04,31241
18,메아리,김태우,T-school,2011.04.24.04,5559
19,배가 불렀지 (Feat. GaeKo of DYNAMIC DUO),Supreme Team,Hommage To Quincy Jones,2011.04.24.04,22627
20,슈루룹,먼데이 키즈 (Monday Kiz),Memories Cantare,2011.04.24.04,4275
21,Love Girl (New Ver.),CNBLUE (씨엔블루),FIRST STEP +1 THANK YOU,2011.04.24.04,2606
22,La Vida Loca (라 비다 로카),클로버,Classic Over,2011.04.24.04,3294
23,애정만세,가비엔제이,애정만세,2011.04.24.04,582
24,이태원 프리덤 (With JYP),UV,이태원 프리덤,2011.04.24.04,12679
25,가면 안돼,"San E (산이), 아웃사이더, 이창민",가면 안돼,2011.04.24.04,6066
26,TONIGHT,BIGBANG (빅뱅),빅뱅 미니앨범 4집,2011.04.24.04,45581
27,핑크 로켓 (Pink Rocket),달샤벳,핑크 로켓,2011.04.24.04,1638
28,내꺼중에 최고,이현,내꺼중에 최고,2011.04.24.04,19949
29,Shampoo,애프터스쿨,Virgin,2011.04.24.04,38262
30,다며 (Feat. 마이티 마우스),이현,다며,2011.04.24.04,2122
31,나만 몰랐던 이야기,아이유,Real+,2011.04.24.04,107677
32,CAFE,BIGBANG (빅뱅),빅뱅 미니앨범 4집,2011.04.24.04,58270
33,몰라요,Apink (에이핑크),Seven Springs Of Apink,2011.04.24.04,42452
34,너의 마음을 내게 준다면,걸스데이,반짝반짝 빛나는 OST Part.3,2011.04.24.04,5190
35,아나요,브레이브걸스,Brave Girls : The Difference,2011.04.24.04,15453
36,Black & White,지나,Black & White,2011.04.24.04,18359
37,Broken,서인국,Broken,2011.04.24.04,3181
38,You Are My Lady,김건모,[서바이벌 나는 가수다] 경연2. '서로의 노래 바꿔 부르기',2011.04.24.04,1583
39,톡톡 (Tok Tok) (Feat. SOYA),마이티 마우스,Mighty Fresh,2011.04.24.04,24917
40,아무일도 없었다,정엽,49일 OST Part.3,2011.04.24.04,1043
41,0330,유키스,Bran New KISS,2011.04.24.04,14697
42,우리 여기까지 하자,"이석훈, 베이지",가시나무 새 OST,2011.04.24.04,1247
43,WHAT IS RIGHT,BIGBANG (빅뱅),빅뱅 미니앨범 4집,2011.04.24.04,27440
44,Abandoned (Feat. Dok2),박재범,Take A Deeper Look,2011.04.24.04,4085
45,촌스럽고 유치하게,이루,Feel Brand New,2011.04.24.04,1262
46,사랑했나봐,장혜진,사랑했나봐,2011.04.24.04,947
47,Talk Talk Talk,NS 윤지,Talk Talk Talk,2011.04.24.04,3071
48,나 항상 그대를 (With YB),윤도현,[서바이벌 나는 가수다] 경연1. '80년대 명곡 부르기,2011.04.24.04,4594
49,좋은 날,아이유,Real,2011.04.24.04,158550
50,당신께 이노래를 불러 드릴께요 2,태사비애,당신께 이노래를 불러 드릴께요 2,2011.04.24.04,453
51,별 짓 다해봤는데,알리 (ALi),별 짓 다해봤는데,2011.04.24.04,33853
52,누구나 사랑을 한다 (With 정단 박완규 이성욱),부활,부활 Collaboration Project  '+ 2',2011.04.24.04,2999
53,별빛눈물,남규리,The Works (오준성 마스터피스) Part.1,2011.04.24.04,732
54,가지말걸 그랬어 (Feat. 주영),김진표,가지말걸 그랬어,2011.04.24.04,1618
55,Dash (with YB),윤도현,[서바이벌 나는 가수다] 경연2. '서로의 노래 바꿔 부르기',2011.04.24.04,1517
56,MR.TAXI,소녀시대 (GIRLS' GENERATION),MR.TAXI / Run Devil Run,2011.04.24.04,4037
57,바람이 분다,이소라,눈썹달,2011.04.24.04,108258
58,사랑하다 끝났어,브라이언,Unveiled,2011.04.24.04,2882
59,약속,백지영,[서바이벌 나는 가수다] 경연2. '서로의 노래 바꿔 부르기',2011.04.24.04,1402
60,돌아와줘,태하,Come Back To Me,2011.04.24.04,438
61,파파라치 (Feat. 에릭),간미연,Watch,2011.04.24.04,10746
62,이제,영준,이제 (주먹이운다 OST),2011.04.24.04,155
63,Nothing's Over,인피니트,Inspirit,2011.04.24.04,35708
64,O.K,B1A4,Let's Fly,2011.04.24.04,17644
65,잊을게,정엽,[서바이벌 나는 가수다] 경연2. '서로의 노래 바꿔 부르기',2011.04.24.04,829
66,Judas,Lady Gaga,Judas,2011.04.24.04,2000
67,잘 된 일이야,나비 (Navi),Hello,2011.04.24.04,45994
68,사랑은 똑같다,"먼데이 키즈 (Monday Kiz), 가비엔제이",소울트레인 (Soul Train) Part.1,2011.04.24.04,3918
69,Brothers＆Me (With JYP & Rain),김태우,T-school,2011.04.24.04,784
70,오빠 힘내요,김종민,오빠 힘내요,2011.04.24.04,1609
71,태양을 피하는 방법,셰인,스타오디션 위대한 탄생 - Part.3 한국 아이돌그룹 노래 부르기,2011.04.24.04,87
72,첫인상,박정현,[서바이벌 나는 가수다] 경연2. '서로의 노래 바꿔 부르기',2011.04.24.04,1739
73,I Wanna Go,Britney Spears,Femme Fatale,2011.04.24.04,955
74,쇼 하지마,X-5,Xenos,2011.04.24.04,222
75,I'm Into You (Album Version) (Feat. Lil Wayne),Jennifer Lopez,I'm Into You,2011.04.24.04,281
76,이 밤이 지나면,먼데이 키즈 (Monday Kiz),Nostalgia Part.2,2011.04.24.04,5516
77,그대로 멈춰라!,블락비 (Block B),Do U Wanna B?,2011.04.24.04,8048
78,장마,정인,Melody Remedy,2011.04.24.04,77502
79,My Darling,플라워,My Darling,2011.04.24.04,859
80,샤이보이,시크릿,샤이보이,2011.04.24.04,21462
81,S&M Remix (Single Version) (Feat. Britney Spears),Rihanna,S&M Remix,2011.04.24.04,6897
82,비오는 날의 수채화,박정현,[서바이벌 나는 가수다] 경연1. '80년대 명곡 부르기,2011.04.24.04,1734
83,Bad Case Of Loving You,이태권,스타오디션 위대한 탄생 Part 2. - 위대한 팝송 부르기,2011.04.24.04,145
84,아는 여자,나르샤 (Brown Eyed Girls),가시나무 새 OST Part.3,2011.04.24.04,303
85,너 말이야,F-ve Dolls,Charming Five Girls,2011.04.24.04,8361
86,널 위해 부르는 노래,"소연, 안영민",안영민 A-Family (Digital Single),2011.04.24.04,992
87,언제나 사랑해,제이세라,Endless Love,2011.04.24.04,27121
88,하루하루,김보경 (NEON),The First Day,2011.04.24.04,21853
89,We No Speak Americano (Radio Edit) (SKT T월드 CF 삽입곡),"Yolanda Be Cool, Dcup",We No Speak Americano,2011.04.24.04,11273
90,처음 사랑하는 연인들을 위해 (반말송),정용화,처음 사랑하는 연인들을 위해 (부제: 반말송),2011.04.24.04,35572
91,비밀 (Special Vocal. 박완규),부활,부활 Collaboration Project  '+ (plus)' / +1,2011.04.24.04,31878
92,그대 모습은 장미,김범수,[서바이벌 나는 가수다] 경연1. '80년대 명곡 부르기,2011.04.24.04,1349
93,Oh Yeah (Feat. 박봄),GD&TOP,GD&TOP,2011.04.24.04,31638
94,나쁜습관 (Feat. 쥬얼리-예원),소울다이브,Bad Habits,2011.04.24.04,1330
95,Lollipop (Feat. SHINee),f(x),'피노키오' f(x) The 1st Album,2011.04.24.04,4087
96,Dreaming,김수현,드림하이 OST,2011.04.24.04,20796
97,너에게로 또 다시,이소라,[서바이벌 나는 가수다] 경연1. '80년대 명곡 부르기,2011.04.24.04,2055
98,무시로,백지영,[서바이벌 나는 가수다] 경연1. '80년대 명곡 부르기,2011.04.24.04,2090
99,가질 수 없는 너,현빈,"현빈, 가질 수 없는 너",2011.04.24.04,6917
1,Don't Cry,박봄 (Park Bom),Don't Cry,2011.05.01.01,30104
2,피노키오 (Danger),f(x),'피노키오' f(x) The 1st Album,2011.05.01.01,26772
3,Shampoo,애프터스쿨,Virgin,2011.05.01.01,38262
4,LOVE SONG,BIGBANG (빅뱅),빅뱅 스페셜에디션,2011.05.01.01,50440
5,너를 위해,임재범,Story Of Two Years,2011.05.01.01,12797
6,거울아 거울아,4minute,4Minutes Left,2011.05.01.01,11033
7,To Me (내게로..),레인보우,So 女,2011.05.01.01,10786
8,제발,김범수,[서바이벌 나는 가수다] 경연2. '서로의 노래 바꿔 부르기',2011.05.01.01,26029
9,반짝반짝,걸스데이,Girl's Day Party #3,2011.05.01.01,29731
10,직감,CNBLUE (씨엔블루),FIRST STEP,2011.05.01.01,21467
11,방콕시티 (Bangkok City),오렌지 캬라멜,방콕시티,2011.05.01.01,15599
12,꽃피는 봄이오면,BMK,Soul Food,2011.05.01.01,79086
13,STUPID LIAR,BIGBANG (빅뱅),빅뱅 스페셜에디션,2011.05.01.01,43668
14,Ma Boy (마보이),씨스타19,Ma Boy,2011.05.01.01,40314
15,Heart To Heart,4minute,Heart To Heart,2011.05.01.01,16475
16,Love Girl (New Ver.),CNBLUE (씨엔블루),FIRST STEP +1 THANK YOU,2011.05.01.01,2606
17,아파 아이야,양파,Elegy Nouveau - 스페셜,2011.05.01.01,11777
18,여전히 아름다운지,김연우,A Night In Seoul,2011.05.01.01,105260
19,Love Alone,미쓰에이,Love Alone,2011.05.01.01,3228
20,너 밖엔 없더라,김그림,Fly High,2011.05.01.01,14608
21,가면 안돼,"San E (산이), 아웃사이더, 이창민",가면 안돼,2011.05.01.01,6066
22,아메리카노,10CM,아메리카노,2011.05.01.01,21402
23,가슴이 뛴다,케이윌,가슴이 뛴다,2011.05.01.01,51707
24,가슴 시린 이야기 (Feat. 용준형 Of Beast),휘성 (Realslow),가슴 시린 이야기,2011.05.01.01,63731
25,메아리,김태우,T-school,2011.05.01.01,5559
26,들리나요,지아,내 마음이 들리니 OST Part.1,2011.05.01.01,4102
27,슈루룹,먼데이 키즈 (Monday Kiz),Memories Cantare,2011.05.01.01,4275
28,미친거니 (Feat. 방용국),송지은,미친거니,2011.05.01.01,31241
29,이태원 프리덤 (With JYP),UV,이태원 프리덤,2011.05.01.01,12679
30,La Vida Loca (라 비다 로카),클로버,Classic Over,2011.05.01.01,3294
31,배가 불렀지 (Feat. GaeKo of DYNAMIC DUO),Supreme Team,Hommage To Quincy Jones,2011.05.01.01,22627
32,Abandoned (Feat. Dok2),박재범,Take A Deeper Look,2011.05.01.01,4085
33,미인,디셈버,Beautiful Woman,2011.05.01.01,4376
34,TONIGHT,BIGBANG (빅뱅),빅뱅 미니앨범 4집,2011.05.01.01,45581
35,미아,박정현,On&On,2011.05.01.01,23604
36,핑크 로켓 (Pink Rocket),달샤벳,핑크 로켓,2011.05.01.01,1638
37,몰라요,Apink (에이핑크),Seven Springs Of Apink,2011.05.01.01,42452
38,촌스럽고 유치하게,이루,Feel Brand New,2011.05.01.01,1262
39,내꺼중에 최고,이현,내꺼중에 최고,2011.05.01.01,19949
40,MR.TAXI,소녀시대 (GIRLS' GENERATION),MR.TAXI / Run Devil Run,2011.05.01.01,4037
41,CAFE,BIGBANG (빅뱅),빅뱅 미니앨범 4집,2011.05.01.01,58270
42,다며 (Feat. 마이티 마우스),이현,다며,2011.05.01.01,2122
43,나만 몰랐던 이야기,아이유,Real+,2011.05.01.01,107677
44,애정만세,가비엔제이,애정만세,2011.05.01.01,582
45,리얼러브송,케이윌,최고의 사랑 OST Part.1,2011.05.01.01,4178
46,0330,유키스,Bran New KISS,2011.05.01.01,14697
47,안을까 말까,Of 비스트,신사동호랭이 프로젝트앨범 '슈퍼마켓 - the Half',2011.05.01.01,12546
48,그대는 철이 없네 (Feat. 김지수),장재인(JEIN),그대는 철이 없네 (Feat. 김지수),2011.05.01.01,583
49,You Are My Lady,김건모,[서바이벌 나는 가수다] 경연2. '서로의 노래 바꿔 부르기',2011.05.01.01,1583
50,아나요,브레이브걸스,Brave Girls : The Difference,2011.05.01.01,15453
51,Black & White,지나,Black & White,2011.05.01.01,18359
52,너의 마음을 내게 준다면,걸스데이,반짝반짝 빛나는 OST Part.3,2011.05.01.01,5190
53,톡톡 (Tok Tok) (Feat. SOYA),마이티 마우스,Mighty Fresh,2011.05.01.01,24917
54,아무일도 없었다,정엽,49일 OST Part.3,2011.05.01.01,1043
55,WHAT IS RIGHT,BIGBANG (빅뱅),빅뱅 미니앨범 4집,2011.05.01.01,27440
56,세수,서인영,Lov-Elly Part.2 세수,2011.05.01.01,3446
57,여전히 아름답네요 (Feat. 권정열 Of 10cm),이루펀트,여전히 아름답네요,2011.05.01.01,4257
58,Broken,서인국,Broken,2011.05.01.01,3181
59,좋은 날,아이유,Real,2011.05.01.01,158550
60,나 항상 그대를 (With YB),윤도현,[서바이벌 나는 가수다] 경연1. '80년대 명곡 부르기,2011.05.01.01,4594
61,한 발짝도 난,정엽,49일 OST Special,2011.05.01.01,443
62,널 위해 부르는 노래,"소연, 안영민",안영민 A-Family (Digital Single),2011.05.01.01,992
63,별빛눈물,남규리,The Works (오준성 마스터피스) Part.1,2011.05.01.01,732
64,주먹이운다 (Feat. 임재범),소울다이브,주먹이 운다 (Feat. 임재범) (주먹이 운다 OST),2011.05.01.01,632
65,우리 여기까지 하자,"이석훈, 베이지",가시나무 새 OST,2011.05.01.01,1247
66,Talk Talk Talk,NS 윤지,Talk Talk Talk,2011.05.01.01,3071
67,이젠 그랬으면 좋겠네,정희주,스타오디션 위대한 탄생 Part.4 - 가왕 조용필의 명곡 부르기 (With 밴드 위대한탄생),2011.05.01.01,192
68,바람이 분다,이소라,눈썹달,2011.05.01.01,108258
69,남아 주세요,이효리,남아주세요 (네이버 재능기부 캠페인),2011.05.01.01,718
70,별 짓 다해봤는데,알리 (ALi),별 짓 다해봤는데,2011.05.01.01,33853
71,Dash (with YB),윤도현,[서바이벌 나는 가수다] 경연2. '서로의 노래 바꿔 부르기',2011.05.01.01,1517
72,사랑했나봐,장혜진,사랑했나봐,2011.05.01.01,947
73,약속,백지영,[서바이벌 나는 가수다] 경연2. '서로의 노래 바꿔 부르기',2011.05.01.01,1402
74,나는 나비,YB (윤도현 밴드),Why Be?,2011.05.01.01,64615
75,누구나 사랑을 한다 (With 정단 박완규 이성욱),부활,부활 Collaboration Project  '+ 2',2011.05.01.01,2999
76,Nothing's Over,인피니트,Inspirit,2011.05.01.01,35708
77,You You (Feat. 오진석),언터쳐블,You You (Digital Single),2011.05.01.01,870
78,파파라치 (Feat. 에릭),간미연,Watch,2011.05.01.01,10746
79,Run The World (Girls),Beyonce,Run The World (Girls),2011.05.01.01,11241
80,잊을게,정엽,[서바이벌 나는 가수다] 경연2. '서로의 노래 바꿔 부르기',2011.05.01.01,829
81,Judas,Lady Gaga,Judas,2011.05.01.01,2000
82,나를 사랑하지 않는 그대에게,이소라,SoRa's 5 Diary,2011.05.01.01,39582
83,주인공,거북이,주인공,2011.05.01.01,1377
84,그런 이유라는 걸,김범수,Remember,2011.05.01.01,2234
85,당신께 이노래를 불러 드릴께요 2,태사비애,당신께 이노래를 불러 드릴께요 2,2011.05.01.01,453
86,사랑하다 끝났어,브라이언,Unveiled,2011.05.01.01,2882
87,S&M Remix (Single Version) (Feat. Britney Spears),Rihanna,S&M Remix,2011.05.01.01,6897
88,사랑한다는 흔한 말,김연우,사랑을 놓치다,2011.05.01.01,64880
89,첫인상,박정현,[서바이벌 나는 가수다] 경연2. '서로의 노래 바꿔 부르기',2011.05.01.01,1739
90,잘 된 일이야,나비 (Navi),Hello,2011.05.01.01,45994
91,I Wanna Go,Britney Spears,Femme Fatale,2011.05.01.01,955
92,오빠 힘내요,김종민,오빠 힘내요,2011.05.01.01,1609
93,비오는 날의 수채화,박정현,[서바이벌 나는 가수다] 경연1. '80년대 명곡 부르기,2011.05.01.01,1734
94,I'm Into You (Album Version) (Feat. Lil Wayne),Jennifer Lopez,I'm Into You,2011.05.01.01,281
95,두 이별,"윤종신, 이정(J.Lee)",2011 月刊 尹鍾信 May,2011.05.01.01,3831
96,We No Speak Americano (Radio Edit) (SKT T월드 CF 삽입곡),"Yolanda Be Cool, Dcup",We No Speak Americano,2011.05.01.01,11273
97,샤이보이,시크릿,샤이보이,2011.05.01.01,21462
98,사랑은 똑같다,"먼데이 키즈 (Monday Kiz), 가비엔제이",소울트레인 (Soul Train) Part.1,2011.05.01.01,3918
99,가지말걸 그랬어 (Feat. 주영),김진표,가지말걸 그랬어,2011.05.01.01,1618
100,DR Feel Good (Korean Ver.),라니아,"Teddy Riley, The First Expansion In Asia",2011.05.01.01,5302
1,Don't Cry,박봄 (Park Bom),Don't Cry,2011.05.08.02,30104
2,이젠 그랬으면 좋겠네 (조용필),박정현,[서바이벌 나는 가수다] 경연3-1. '내가 부르고싶은 남의노래',2011.05.08.02,4756
3,Ma Boy (마보이),씨스타19,Ma Boy,2011.05.08.02,40314
4,피노키오 (Danger),f(x),'피노키오' f(x) The 1st Album,2011.05.08.02,26772
5,Shampoo,애프터스쿨,Virgin,2011.05.08.02,38262
6,아메리카노,10CM,아메리카노,2011.05.08.02,21402
7,너를 위해,임재범,Story Of Two Years,2011.05.08.02,12797
8,Lonely,2NE1,Lonely,2011.05.08.02,18353
9,LOVE SONG,BIGBANG (빅뱅),빅뱅 스페셜에디션,2011.05.08.02,50440
10,제발,김범수,[서바이벌 나는 가수다] 경연2. '서로의 노래 바꿔 부르기',2011.05.08.02,26029
11,거울아 거울아,4minute,4Minutes Left,2011.05.08.02,11033
12,To Me (내게로..),레인보우,So 女,2011.05.08.02,10786
13,Golden Lady (Feat. 현아 Of 4Minute),임정희,Golden Lady,2011.05.08.02,21021
14,미인,디셈버,Beautiful Woman,2011.05.08.02,4376
15,No.1 (보아),이소라,[서바이벌 나는 가수다] 경연3-1. '내가 부르고싶은 남의노래',2011.05.08.02,3326
16,반짝반짝,걸스데이,Girl's Day Party #3,2011.05.08.02,29731
17,꽃피는 봄이오면,BMK,Soul Food,2011.05.08.02,79086
18,빈잔 (남진),임재범,[서바이벌 나는 가수다] 경연3-1. '내가 부르고싶은 남의노래',2011.05.08.02,1733
19,미련 (김건모),김연우,[서바이벌 나는 가수다] 경연3-1. '내가 부르고싶은 남의노래',2011.05.08.02,2592
20,세수,서인영,Lov-Elly Part.2 세수,2011.05.08.02,3446
21,여전히 아름다운지,김연우,A Night In Seoul,2011.05.08.02,105260
22,직감,CNBLUE (씨엔블루),FIRST STEP,2011.05.08.02,21467
23,방콕시티 (Bangkok City),오렌지 캬라멜,방콕시티,2011.05.08.02,15599
24,Heart To Heart,4minute,Heart To Heart,2011.05.08.02,16475
25,STUPID LIAR,BIGBANG (빅뱅),빅뱅 스페셜에디션,2011.05.08.02,43668
26,Love Alone,미쓰에이,Love Alone,2011.05.08.02,3228
27,너 밖엔 없더라,김그림,Fly High,2011.05.08.02,14608
28,Love Girl (New Ver.),CNBLUE (씨엔블루),FIRST STEP +1 THANK YOU,2011.05.08.02,2606
29,리얼러브송,케이윌,최고의 사랑 OST Part.1,2011.05.08.02,4178
30,가슴이 뛴다,케이윌,가슴이 뛴다,2011.05.08.02,51707
31,비가 오는 날엔,비스트,비가 오는 날엔,2011.05.08.02,137322
32,아파 아이야,양파,Elegy Nouveau - 스페셜,2011.05.08.02,11777
33,들리나요,지아,내 마음이 들리니 OST Part.1,2011.05.08.02,4102
34,마법의 성 (더클래식),YB (윤도현 밴드),[서바이벌 나는 가수다] 경연3-1. '내가 부르고싶은 남의노래',2011.05.08.02,848
35,내 사람이라서,지나,최고의 사랑 OST Part.2,2011.05.08.02,2760
36,이태원 프리덤 (With JYP),UV,이태원 프리덤,2011.05.08.02,12679
37,메아리,김태우,T-school,2011.05.08.02,5559
38,그대 내게 다시 (변진섭),BMK,[서바이벌 나는 가수다] 경연3-1. '내가 부르고싶은 남의노래',2011.05.08.02,479
39,가슴 시린 이야기 (Feat. 용준형 Of Beast),휘성 (Realslow),가슴 시린 이야기,2011.05.08.02,63731
40,La Vida Loca (라 비다 로카),클로버,Classic Over,2011.05.08.02,3294
41,가면 안돼,"San E (산이), 아웃사이더, 이창민",가면 안돼,2011.05.08.02,6066
42,Abandoned (Feat. Dok2),박재범,Take A Deeper Look,2011.05.08.02,4085
43,미아,박정현,On&On,2011.05.08.02,23604
44,미친거니 (Feat. 방용국),송지은,미친거니,2011.05.08.02,31241
45,이러쿵 저러쿵,F-ve Dolls,Club Remix Time To Play,2011.05.08.02,10557
46,몰라요,Apink (에이핑크),Seven Springs Of Apink,2011.05.08.02,42452
47,슈루룹,먼데이 키즈 (Monday Kiz),Memories Cantare,2011.05.08.02,4275
48,TONIGHT,BIGBANG (빅뱅),빅뱅 미니앨범 4집,2011.05.08.02,45581
49,배가 불렀지 (Feat. GaeKo of DYNAMIC DUO),Supreme Team,Hommage To Quincy Jones,2011.05.08.02,22627
50,Can U Smile (Broadcasting Ver.),인피니트,Can U Smile (Digital Single),2011.05.08.02,21029
51,한 발짝도 난,정엽,49일 OST Special,2011.05.08.02,443
52,핑크 로켓 (Pink Rocket),달샤벳,핑크 로켓,2011.05.08.02,1638
53,You You (Feat. 오진석),언터쳐블,You You (Digital Single),2011.05.08.02,870
54,Let It Go (Feat. 현아),허영생,Let It Go,2011.05.08.02,4121
55,노랫말,김재석,김재석 Of Wanted,2011.05.08.02,640
56,내꺼중에 최고,이현,내꺼중에 최고,2011.05.08.02,19949
57,CAFE,BIGBANG (빅뱅),빅뱅 미니앨범 4집,2011.05.08.02,58270
58,0330,유키스,Bran New KISS,2011.05.08.02,14697
59,나만 몰랐던 이야기,아이유,Real+,2011.05.08.02,107677
60,포장마차,노라조,포장마차,2011.05.08.02,838
61,안을까 말까,Of 비스트,신사동호랭이 프로젝트앨범 '슈퍼마켓 - the Half',2011.05.08.02,12546
62,촌스럽고 유치하게,이루,Feel Brand New,2011.05.08.02,1262
63,MR.TAXI,소녀시대 (GIRLS' GENERATION),MR.TAXI / Run Devil Run,2011.05.08.02,4037
64,여전히 아름답네요 (Feat. 권정열 Of 10cm),이루펀트,여전히 아름답네요,2011.05.08.02,4257
65,You Are My Lady,김건모,[서바이벌 나는 가수다] 경연2. '서로의 노래 바꿔 부르기',2011.05.08.02,1583
66,다며 (Feat. 마이티 마우스),이현,다며,2011.05.08.02,2122
67,아프다,우은미 (Woo Eun Mi),심장이 아프다,2011.05.08.02,402
68,나 항상 그대를 (With YB),윤도현,[서바이벌 나는 가수다] 경연1. '80년대 명곡 부르기,2011.05.08.02,4594
69,Black & White,지나,Black & White,2011.05.08.02,18359
70,애정만세,가비엔제이,애정만세,2011.05.08.02,582
71,Count On Me (With G.NA),"이기찬, 지나",Count On Me,2011.05.08.02,1678
72,좋은 날,아이유,Real,2011.05.08.02,158550
73,방안에서,이보람 (씨야),신사동호랭이 프로젝트앨범 슈퍼마켓 - The Half,2011.05.08.02,569
74,아나요,브레이브걸스,Brave Girls : The Difference,2011.05.08.02,15453
75,톡톡 (Tok Tok) (Feat. SOYA),마이티 마우스,Mighty Fresh,2011.05.08.02,24917
76,WHAT IS RIGHT,BIGBANG (빅뱅),빅뱅 미니앨범 4집,2011.05.08.02,27440
77,아무일도 없었다,정엽,49일 OST Part.3,2011.05.08.02,1043
78,그대는 철이 없네 (Feat. 김지수),장재인(JEIN),그대는 철이 없네 (Feat. 김지수),2011.05.08.02,583
79,약속,백지영,[서바이벌 나는 가수다] 경연2. '서로의 노래 바꿔 부르기',2011.05.08.02,1402
80,Dash (with YB),윤도현,[서바이벌 나는 가수다] 경연2. '서로의 노래 바꿔 부르기',2011.05.08.02,1517
81,너의 마음을 내게 준다면,걸스데이,반짝반짝 빛나는 OST Part.3,2011.05.08.02,5190
82,바람이 분다,이소라,눈썹달,2011.05.08.02,108258
83,그때 그 사람,셰인,스타오디션 위대한 탄생 Part.5 - 오디션 스타를 넘어 가요계의 큰 별이 되어라,2011.05.08.02,53
84,사랑한다는 흔한 말,김연우,사랑을 놓치다,2011.05.08.02,64880
85,Talk Talk Talk,NS 윤지,Talk Talk Talk,2011.05.08.02,3071
86,Up N' Down,Britney Spears,Femme Fatale (Deluxe Ver.),2011.05.08.02,168
87,잊을게,정엽,[서바이벌 나는 가수다] 경연2. '서로의 노래 바꿔 부르기',2011.05.08.02,829
