rank,title,singer,album,date,like,week
90,무지개,임영웅,IM HERO,2024.02.05 ~ 2024.02.11,74103,2
91,I Love My Body,화사 (HWASA),I Love My Body,2024.02.05 ~ 2024.02.11,34652,2
92,London Boy,임영웅,Polaroid,2024.02.05 ~ 2024.02.11,60778,2
93,아버지,임영웅,IM HERO,2024.02.05 ~ 2024.02.11,59517,2
94,Polaroid,임영웅,Polaroid,2024.02.05 ~ 2024.02.11,54686,2
95,인생찬가,임영웅,IM HERO,2024.02.05 ~ 2024.02.11,54561,2
96,하루,에일리(Ailee),하루,2024.02.05 ~ 2024.02.11,12439,2
97,STAY,"The Kid LAROI, Justin Bieber",Stay,2024.02.05 ~ 2024.02.11,283178,2
98,숲,최유리,유영,2024.02.05 ~ 2024.02.11,113667,2
99,A bientot,임영웅,IM HERO,2024.02.05 ~ 2024.02.11,55639,2
100,희재,성시경,국화꽃 향기 OST,2024.02.05 ~ 2024.02.11,161671,2
1,Love wins all,아이유,The Winning,2024.02.12 ~ 2024.02.18,160797,3
2,To. X,태연 (TAEYEON),To. X - The 5th Mini Album,2024.02.12 ~ 2024.02.18,143931,3
3,비의 랩소디,임재현,비의 랩소디,2024.02.12 ~ 2024.02.18,68931,3
4,첫 만남은 계획대로 되지 않아,TWS (투어스),TWS 1st Mini Album ‘Sparkling Blue’,2024.02.12 ~ 2024.02.18,114367,3
5,Love 119,RIIZE,Love 119,2024.02.12 ~ 2024.02.18,95314,3
6,에피소드,이무진,에피소드,2024.02.12 ~ 2024.02.18,68436,3
7,Perfect Night,LE SSERAFIM (르세라핌),Perfect Night,2024.02.12 ~ 2024.02.18,114191,3
8,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),2024.02.12 ~ 2024.02.18,98248,3
9,Drama,aespa,Drama - The 4th Mini Album,2024.02.12 ~ 2024.02.18,85818,3
10,헤어지자 말해요,박재정,1집 Alone,2024.02.12 ~ 2024.02.18,169714,3
11,인사,범진,인사,2024.02.12 ~ 2024.02.18,107860,3
12,Wife,(여자)아이들,2,2024.02.12 ~ 2024.02.18,32644,3
13,Super Lady,(여자)아이들,2,2024.02.12 ~ 2024.02.18,34980,3
14,I AM,IVE (아이브),I've IVE,2024.02.12 ~ 2024.02.18,213131,3
15,Seven (feat. Latto) - Clean Ver.,정국,Seven (feat. Latto) - Clean Ver.,2024.02.12 ~ 2024.02.18,208123,3
16,꿈,태연 (TAEYEON),웰컴투 삼달리 OST Part.3,2024.02.12 ~ 2024.02.18,36995,3
17,MANIAC,VIVIZ (비비지),The 4th Mini Album 'VERSUS',2024.02.12 ~ 2024.02.18,53388,3
18,Get A Guitar,RIIZE,Get A Guitar,2024.02.12 ~ 2024.02.18,90308,3
19,Baddie,IVE (아이브),I'VE MINE,2024.02.12 ~ 2024.02.18,68660,3
20,Love Lee,AKMU (악뮤),Love Lee,2024.02.12 ~ 2024.02.18,121202,3
21,밤양갱,비비 (BIBI),밤양갱,2024.02.12 ~ 2024.02.18,133503,3
22,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,2024.02.12 ~ 2024.02.18,295879,3
23,You & Me,제니 (JENNIE),JENNIE Special Single [You & Me],2024.02.12 ~ 2024.02.18,69423,3
24,사막에서 꽃을 피우듯,우디 (Woody),사막에서 꽃을 피우듯,2024.02.12 ~ 2024.02.18,85750,3
25,Super Shy,NewJeans,NewJeans 2nd EP 'Get Up',2024.02.12 ~ 2024.02.18,162158,3
26,퀸카 (Queencard),(여자)아이들,I feel,2024.02.12 ~ 2024.02.18,143725,3
27,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',2024.02.12 ~ 2024.02.18,287894,3
28,후라이의 꿈,AKMU (악뮤),Love Lee,2024.02.12 ~ 2024.02.18,125291,3
29,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,"잘 지내자, 우리 (여름날 우리 X 로이킴)",2024.02.12 ~ 2024.02.18,79716,3
30,예뻤어,DAY6 (데이식스),Every DAY6 February,2024.02.12 ~ 2024.02.18,301222,3
31,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,2024.02.12 ~ 2024.02.18,212198,3
32,Ditto,NewJeans,NewJeans 'OMG',2024.02.12 ~ 2024.02.18,281588,3
33,ETA,NewJeans,NewJeans 2nd EP 'Get Up',2024.02.12 ~ 2024.02.18,120579,3
34,사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),2024.02.12 ~ 2024.02.18,206592,3
35,한 페이지가 될 수 있게,DAY6 (데이식스),The Book of Us : Gravity,2024.02.12 ~ 2024.02.18,262713,3
36,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',2024.02.12 ~ 2024.02.18,322187,3
37,첫 눈,EXO,겨울 스페셜 앨범 '12월의 기적 (Miracles In December)',2024.02.12 ~ 2024.02.18,287040,3
38,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2024.02.12 ~ 2024.02.18,436857,3
39,Spicy,aespa,MY WORLD - The 3rd Mini Album,2024.02.12 ~ 2024.02.18,132588,3
40,사랑할 수밖에,볼빨간사춘기,Merry Go Round,2024.02.12 ~ 2024.02.18,37937,3
41,심(心),DK(디셈버),심(心),2024.02.12 ~ 2024.02.18,78700,3
42,사랑하지 않아서 그랬어,임한별,사랑하지 않아서 그랬어,2024.02.12 ~ 2024.02.18,58697,3
43,기억해줘요 내 모든 날과 그때를,화곡동 청개구리,기억해줘요 내 모든 날과 그때를,2024.02.12 ~ 2024.02.18,22422,3
44,그대가 내 안에 박혔다(그내박),순순희(기태),그대가 내 안에 박혔다(그내박),2024.02.12 ~ 2024.02.18,39838,3
45,취중고백,김민석,취중고백,2024.02.12 ~ 2024.02.18,183412,3
46,별 떨어진다 (I Do),디오 (D.O.),기대 - The 2nd Mini Album,2024.02.12 ~ 2024.02.18,76423,3
47,Kitsch,IVE (아이브),I've IVE,2024.02.12 ~ 2024.02.18,157638,3
48,LOVE DIVE,IVE (아이브),LOVE DIVE,2024.02.12 ~ 2024.02.18,249361,3
49,Standing Next to You,정국,GOLDEN,2024.02.12 ~ 2024.02.18,69126,3
50,I Don't Think That I Like Her,Charlie Puth,CHARLIE,2024.02.12 ~ 2024.02.18,202590,3
51,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2024.02.12 ~ 2024.02.18,438895,3
52,Discord,QWER,1st Single Album 'Harmony from Discord',2024.02.12 ~ 2024.02.18,56143,3
53,해요 (2022),#안녕,해요 (2022),2024.02.12 ~ 2024.02.18,97912,3
54,Steal The Show (From “엘리멘탈”),Lauv,Steal The Show (From “엘리멘탈”),2024.02.12 ~ 2024.02.18,172300,3
55,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),UNFORGIVEN,2024.02.12 ~ 2024.02.18,116721,3
56,주저하는 연인들을 위해,잔나비,전설,2024.02.12 ~ 2024.02.18,416855,3
57,사랑..그게 뭔데,지아,사랑..그게 뭔데,2024.02.12 ~ 2024.02.18,43042,3
58,물론,허각,물론,2024.02.12 ~ 2024.02.18,56688,3
59,OMG,NewJeans,NewJeans 'OMG',2024.02.12 ~ 2024.02.18,200716,3
60,After LIKE,IVE (아이브),After LIKE,2024.02.12 ~ 2024.02.18,241598,3
61,"그대가 있는 곳, 언제 어디든",로이킴,로이킴 X 마이데몬,2024.02.12 ~ 2024.02.18,27279,3
62,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),2024.02.12 ~ 2024.02.18,188432,3
63,음악의 신,세븐틴 (SEVENTEEN),SEVENTEEN 11th Mini Album ‘SEVENTEENTH HEAVEN',2024.02.12 ~ 2024.02.18,89123,3
64,Fast Forward,전소미,GAME PLAN,2024.02.12 ~ 2024.02.18,76086,3
65,손오공,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',2024.02.12 ~ 2024.02.18,171550,3
66,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),부석순 1st Single Album 'SECOND WIND',2024.02.12 ~ 2024.02.18,189258,3
67,"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush)",그루비룸 (GroovyRoom),Yes or No,2024.02.12 ~ 2024.02.18,41880,3
68,Dangerously,Charlie Puth,Nine Track Mind (Deluxe Edition),2024.02.12 ~ 2024.02.18,209035,3
69,I Love You,안세하,I Love You,2024.02.12 ~ 2024.02.18,19440,3
70,"Smoke (Prod. Dynamicduo, Padi)","다이나믹 듀오, 이영지",스트릿 우먼 파이터2(SWF2) 계급미션,2024.02.12 ~ 2024.02.18,58526,3
71,우리들의 블루스,임영웅,IM HERO,2024.02.12 ~ 2024.02.18,104437,3
72,Bubble,STAYC(스테이씨),TEENFRESH,2024.02.12 ~ 2024.02.18,57797,3
73,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY (하이키),H1-KEY 1st Mini Album [Rose Blossom],2024.02.12 ~ 2024.02.18,109937,3
74,Attention,NewJeans,NewJeans 1st EP 'New Jeans',2024.02.12 ~ 2024.02.18,239228,3
75,Dynamite,방탄소년단,Dynamite (DayTime Version),2024.02.12 ~ 2024.02.18,463005,3
76,모래 알갱이,임영웅,모래 알갱이,2024.02.12 ~ 2024.02.18,59564,3
77,Off The Record,IVE (아이브),I'VE MINE,2024.02.12 ~ 2024.02.18,57439,3
78,Either Way,IVE (아이브),I'VE MINE,2024.02.12 ~ 2024.02.18,75891,3
79,나에게 그대만이,탑현,나에게 그대만이,2024.02.12 ~ 2024.02.18,51314,3
80,봄날,방탄소년단,YOU NEVER WALK ALONE,2024.02.12 ~ 2024.02.18,561706,3
81,눈이 오잖아(Feat.헤이즈),이무진,눈이 오잖아(Feat.헤이즈),2024.02.12 ~ 2024.02.18,135142,3
82,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),UNFORGIVEN,2024.02.12 ~ 2024.02.18,122400,3
83,잠시라도 우리,"성시경, 나얼",잠시라도 우리,2024.02.12 ~ 2024.02.18,39656,3
84,다시 만날 수 있을까,임영웅,IM HERO,2024.02.12 ~ 2024.02.18,84925,3
85,Chill Kill,Red Velvet (레드벨벳),Chill Kill - The 3rd Album,2024.02.12 ~ 2024.02.18,42790,3
86,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2024.02.12 ~ 2024.02.18,174425,3
87,Talk Saxy,RIIZE,Talk Saxy,2024.02.12 ~ 2024.02.18,50088,3
88,Do or Die,임영웅,Do or Die,2024.02.12 ~ 2024.02.18,42018,3
89,Butter,방탄소년단,Butter,2024.02.12 ~ 2024.02.18,296563,3
90,무지개,임영웅,IM HERO,2024.02.12 ~ 2024.02.18,74103,3
91,GODS,"NewJeans, League of Legends",2023 리그 오브 레전드 월드 챔피언십 주제곡,2024.02.12 ~ 2024.02.18,46175,3
92,London Boy,임영웅,Polaroid,2024.02.12 ~ 2024.02.18,60778,3
93,아버지,임영웅,IM HERO,2024.02.12 ~ 2024.02.18,59517,3
94,Polaroid,임영웅,Polaroid,2024.02.12 ~ 2024.02.18,54686,3
95,I Love My Body,화사 (HWASA),I Love My Body,2024.02.12 ~ 2024.02.18,34652,3
96,숲,최유리,유영,2024.02.12 ~ 2024.02.18,113667,3
97,하루,에일리(Ailee),하루,2024.02.12 ~ 2024.02.18,12439,3
98,인생찬가,임영웅,IM HERO,2024.02.12 ~ 2024.02.18,54561,3
99,STAY,"The Kid LAROI, Justin Bieber",Stay,2024.02.12 ~ 2024.02.18,283178,3
100,A bientot,임영웅,IM HERO,2024.02.12 ~ 2024.02.18,55639,3
1,Love wins all,아이유,The Winning,2024.02.19 ~ 2024.02.25,160796,4
2,밤양갱,비비 (BIBI),밤양갱,2024.02.19 ~ 2024.02.25,133503,4
3,첫 만남은 계획대로 되지 않아,TWS (투어스),TWS 1st Mini Album ‘Sparkling Blue’,2024.02.19 ~ 2024.02.25,114368,4
4,To. X,태연 (TAEYEON),To. X - The 5th Mini Album,2024.02.19 ~ 2024.02.25,143931,4
5,비의 랩소디,임재현,비의 랩소디,2024.02.19 ~ 2024.02.25,68931,4
6,Love 119,RIIZE,Love 119,2024.02.19 ~ 2024.02.25,95314,4
7,에피소드,이무진,에피소드,2024.02.19 ~ 2024.02.25,68436,4
8,Perfect Night,LE SSERAFIM (르세라핌),Perfect Night,2024.02.19 ~ 2024.02.25,114191,4
9,홀씨,아이유,The Winning,2024.02.19 ~ 2024.02.25,49978,4
10,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),2024.02.19 ~ 2024.02.25,98248,4
11,Shopper,아이유,The Winning,2024.02.19 ~ 2024.02.25,40615,4
12,Drama,aespa,Drama - The 4th Mini Album,2024.02.19 ~ 2024.02.25,85818,4
13,헤어지자 말해요,박재정,1집 Alone,2024.02.19 ~ 2024.02.25,169714,4
14,인사,범진,인사,2024.02.19 ~ 2024.02.25,107860,4
15,Super Lady,(여자)아이들,2,2024.02.19 ~ 2024.02.25,34980,4
16,Wife,(여자)아이들,2,2024.02.19 ~ 2024.02.25,32644,4
17,EASY,LE SSERAFIM (르세라핌),EASY,2024.02.19 ~ 2024.02.25,68378,4
18,꿈,태연 (TAEYEON),웰컴투 삼달리 OST Part.3,2024.02.19 ~ 2024.02.25,36995,4
19,I AM,IVE (아이브),I've IVE,2024.02.19 ~ 2024.02.25,213131,4
20,Seven (feat. Latto) - Clean Ver.,정국,Seven (feat. Latto) - Clean Ver.,2024.02.19 ~ 2024.02.25,208123,4
21,MANIAC,VIVIZ (비비지),The 4th Mini Album 'VERSUS',2024.02.19 ~ 2024.02.25,53388,4
22,Get A Guitar,RIIZE,Get A Guitar,2024.02.19 ~ 2024.02.25,90308,4
23,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,2024.02.19 ~ 2024.02.25,295879,4
24,Love Lee,AKMU (악뮤),Love Lee,2024.02.19 ~ 2024.02.25,121202,4
25,Baddie,IVE (아이브),I'VE MINE,2024.02.19 ~ 2024.02.25,68660,4
26,사막에서 꽃을 피우듯,우디 (Woody),사막에서 꽃을 피우듯,2024.02.19 ~ 2024.02.25,85750,4
27,예뻤어,DAY6 (데이식스),Every DAY6 February,2024.02.19 ~ 2024.02.25,301222,4
28,You & Me,제니 (JENNIE),JENNIE Special Single [You & Me],2024.02.19 ~ 2024.02.25,69423,4
29,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,"잘 지내자, 우리 (여름날 우리 X 로이킴)",2024.02.19 ~ 2024.02.25,79716,4
30,Super Shy,NewJeans,NewJeans 2nd EP 'Get Up',2024.02.19 ~ 2024.02.25,162158,4
31,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,2024.02.19 ~ 2024.02.25,212198,4
32,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',2024.02.19 ~ 2024.02.25,287894,4
33,퀸카 (Queencard),(여자)아이들,I feel,2024.02.19 ~ 2024.02.25,143725,4
34,후라이의 꿈,AKMU (악뮤),Love Lee,2024.02.19 ~ 2024.02.25,125291,4
35,"Shh.. (Feat. 혜인(HYEIN), 조원선 & Special Narr. 패티김)",아이유,The Winning,2024.02.19 ~ 2024.02.25,27691,4
36,Ditto,NewJeans,NewJeans 'OMG',2024.02.19 ~ 2024.02.25,281588,4
37,한 페이지가 될 수 있게,DAY6 (데이식스),The Book of Us : Gravity,2024.02.19 ~ 2024.02.25,262713,4
38,사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),2024.02.19 ~ 2024.02.25,206592,4
39,나는 아픈 건 딱 질색이니까,(여자)아이들,2,2024.02.19 ~ 2024.02.25,115129,4
40,ETA,NewJeans,NewJeans 2nd EP 'Get Up',2024.02.19 ~ 2024.02.25,120579,4
41,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2024.02.19 ~ 2024.02.25,436857,4
42,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',2024.02.19 ~ 2024.02.25,322187,4
43,관객이 될게 (I stan U),아이유,The Winning,2024.02.19 ~ 2024.02.25,34031,4
44,심(心),DK(디셈버),심(心),2024.02.19 ~ 2024.02.25,78700,4
45,기억해줘요 내 모든 날과 그때를,화곡동 청개구리,기억해줘요 내 모든 날과 그때를,2024.02.19 ~ 2024.02.25,22422,4
46,사랑하지 않아서 그랬어,임한별,사랑하지 않아서 그랬어,2024.02.19 ~ 2024.02.25,58697,4
47,사랑할 수밖에,볼빨간사춘기,Merry Go Round,2024.02.19 ~ 2024.02.25,37937,4
48,취중고백,김민석,취중고백,2024.02.19 ~ 2024.02.25,183412,4
49,그대가 내 안에 박혔다(그내박),순순희(기태),그대가 내 안에 박혔다(그내박),2024.02.19 ~ 2024.02.25,39838,4
50,Spicy,aespa,MY WORLD - The 3rd Mini Album,2024.02.19 ~ 2024.02.25,132588,4
51,첫 눈,EXO,겨울 스페셜 앨범 '12월의 기적 (Miracles In December)',2024.02.19 ~ 2024.02.25,287040,4
52,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2024.02.19 ~ 2024.02.25,438895,4
53,주저하는 연인들을 위해,잔나비,전설,2024.02.19 ~ 2024.02.25,416855,4
54,I Don't Think That I Like Her,Charlie Puth,CHARLIE,2024.02.19 ~ 2024.02.25,202590,4
55,별 떨어진다 (I Do),디오 (D.O.),기대 - The 2nd Mini Album,2024.02.19 ~ 2024.02.25,76423,4
56,해요 (2022),#안녕,해요 (2022),2024.02.19 ~ 2024.02.25,97912,4
57,LOVE DIVE,IVE (아이브),LOVE DIVE,2024.02.19 ~ 2024.02.25,249361,4
58,사랑..그게 뭔데,지아,사랑..그게 뭔데,2024.02.19 ~ 2024.02.25,43042,4
59,Kitsch,IVE (아이브),I've IVE,2024.02.19 ~ 2024.02.25,157638,4
60,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),UNFORGIVEN,2024.02.19 ~ 2024.02.25,116721,4
61,Standing Next to You,정국,GOLDEN,2024.02.19 ~ 2024.02.25,69126,4
62,Steal The Show (From “엘리멘탈”),Lauv,Steal The Show (From “엘리멘탈”),2024.02.19 ~ 2024.02.25,172300,4
63,물론,허각,물론,2024.02.19 ~ 2024.02.25,56688,4
64,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),2024.02.19 ~ 2024.02.25,188432,4
65,Discord,QWER,1st Single Album 'Harmony from Discord',2024.02.19 ~ 2024.02.25,56143,4
66,"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush)",그루비룸 (GroovyRoom),Yes or No,2024.02.19 ~ 2024.02.25,41880,4
67,"그대가 있는 곳, 언제 어디든",로이킴,로이킴 X 마이데몬,2024.02.19 ~ 2024.02.25,27279,4
68,After LIKE,IVE (아이브),After LIKE,2024.02.19 ~ 2024.02.25,241598,4
69,OMG,NewJeans,NewJeans 'OMG',2024.02.19 ~ 2024.02.25,200716,4
70,손오공,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',2024.02.19 ~ 2024.02.25,171550,4
71,Dangerously,Charlie Puth,Nine Track Mind (Deluxe Edition),2024.02.19 ~ 2024.02.25,209035,4
72,Fast Forward,전소미,GAME PLAN,2024.02.19 ~ 2024.02.25,76086,4
73,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),부석순 1st Single Album 'SECOND WIND',2024.02.19 ~ 2024.02.25,189258,4
74,음악의 신,세븐틴 (SEVENTEEN),SEVENTEEN 11th Mini Album ‘SEVENTEENTH HEAVEN',2024.02.19 ~ 2024.02.25,89123,4
75,우리들의 블루스,임영웅,IM HERO,2024.02.19 ~ 2024.02.25,104437,4
76,"Smoke (Prod. Dynamicduo, Padi)","다이나믹 듀오, 이영지",스트릿 우먼 파이터2(SWF2) 계급미션,2024.02.19 ~ 2024.02.25,58526,4
77,모래 알갱이,임영웅,모래 알갱이,2024.02.19 ~ 2024.02.25,59564,4
78,I Love You,안세하,I Love You,2024.02.19 ~ 2024.02.25,19440,4
79,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY (하이키),H1-KEY 1st Mini Album [Rose Blossom],2024.02.19 ~ 2024.02.25,109937,4
80,Dynamite,방탄소년단,Dynamite (DayTime Version),2024.02.19 ~ 2024.02.25,463005,4
81,나에게 그대만이,탑현,나에게 그대만이,2024.02.19 ~ 2024.02.25,51314,4
82,Attention,NewJeans,NewJeans 1st EP 'New Jeans',2024.02.19 ~ 2024.02.25,239228,4
83,봄날,방탄소년단,YOU NEVER WALK ALONE,2024.02.19 ~ 2024.02.25,561706,4
84,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),UNFORGIVEN,2024.02.19 ~ 2024.02.25,122400,4
85,Bubble,STAYC(스테이씨),TEENFRESH,2024.02.19 ~ 2024.02.25,57797,4
86,눈이 오잖아(Feat.헤이즈),이무진,눈이 오잖아(Feat.헤이즈),2024.02.19 ~ 2024.02.25,135142,4
87,Off The Record,IVE (아이브),I'VE MINE,2024.02.19 ~ 2024.02.25,57439,4
88,다시 만날 수 있을까,임영웅,IM HERO,2024.02.19 ~ 2024.02.25,84925,4
89,Either Way,IVE (아이브),I'VE MINE,2024.02.19 ~ 2024.02.25,75891,4
90,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2024.02.19 ~ 2024.02.25,174425,4
91,잠시라도 우리,"성시경, 나얼",잠시라도 우리,2024.02.19 ~ 2024.02.25,39656,4
92,Do or Die,임영웅,Do or Die,2024.02.19 ~ 2024.02.25,42018,4
93,Butter,방탄소년단,Butter,2024.02.19 ~ 2024.02.25,296563,4
94,무지개,임영웅,IM HERO,2024.02.19 ~ 2024.02.25,74103,4
95,Talk Saxy,RIIZE,Talk Saxy,2024.02.19 ~ 2024.02.25,50088,4
96,아버지,임영웅,IM HERO,2024.02.19 ~ 2024.02.25,59517,4
97,London Boy,임영웅,Polaroid,2024.02.19 ~ 2024.02.25,60778,4
98,Chill Kill,Red Velvet (레드벨벳),Chill Kill - The 3rd Album,2024.02.19 ~ 2024.02.25,42790,4
99,Polaroid,임영웅,Polaroid,2024.02.19 ~ 2024.02.25,54686,4
100,인생찬가,임영웅,IM HERO,2024.02.19 ~ 2024.02.25,54561,4
1,밤양갱,비비 (BIBI),밤양갱,2024.02.26 ~ 2024.03.03,133503,5
2,Love wins all,아이유,The Winning,2024.02.26 ~ 2024.03.03,160796,5
3,첫 만남은 계획대로 되지 않아,TWS (투어스),TWS 1st Mini Album ‘Sparkling Blue’,2024.02.26 ~ 2024.03.03,114368,5
4,EASY,LE SSERAFIM (르세라핌),EASY,2024.02.26 ~ 2024.03.03,68378,5
5,To. X,태연 (TAEYEON),To. X - The 5th Mini Album,2024.02.26 ~ 2024.03.03,143931,5
6,비의 랩소디,임재현,비의 랩소디,2024.02.26 ~ 2024.03.03,68931,5
7,홀씨,아이유,The Winning,2024.02.26 ~ 2024.03.03,49978,5
8,Love 119,RIIZE,Love 119,2024.02.26 ~ 2024.03.03,95314,5
9,Perfect Night,LE SSERAFIM (르세라핌),Perfect Night,2024.02.26 ~ 2024.03.03,114191,5
10,에피소드,이무진,에피소드,2024.02.26 ~ 2024.03.03,68436,5
11,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),2024.02.26 ~ 2024.03.03,98248,5
12,Drama,aespa,Drama - The 4th Mini Album,2024.02.26 ~ 2024.03.03,85818,5
13,Shopper,아이유,The Winning,2024.02.26 ~ 2024.03.03,40615,5
14,헤어지자 말해요,박재정,1집 Alone,2024.02.26 ~ 2024.03.03,169714,5
15,나는 아픈 건 딱 질색이니까,(여자)아이들,2,2024.02.26 ~ 2024.03.03,115129,5
16,인사,범진,인사,2024.02.26 ~ 2024.03.03,107860,5
17,Super Lady,(여자)아이들,2,2024.02.26 ~ 2024.03.03,34980,5
18,Wife,(여자)아이들,2,2024.02.26 ~ 2024.03.03,32644,5
19,꿈,태연 (TAEYEON),웰컴투 삼달리 OST Part.3,2024.02.26 ~ 2024.03.03,36995,5
20,I AM,IVE (아이브),I've IVE,2024.02.26 ~ 2024.03.03,213131,5
21,Seven (feat. Latto) - Clean Ver.,정국,Seven (feat. Latto) - Clean Ver.,2024.02.26 ~ 2024.03.03,208123,5
22,MANIAC,VIVIZ (비비지),The 4th Mini Album 'VERSUS',2024.02.26 ~ 2024.03.03,53388,5
23,Get A Guitar,RIIZE,Get A Guitar,2024.02.26 ~ 2024.03.03,90308,5
24,Love Lee,AKMU (악뮤),Love Lee,2024.02.26 ~ 2024.03.03,121202,5
25,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,2024.02.26 ~ 2024.03.03,295879,5
26,Baddie,IVE (아이브),I'VE MINE,2024.02.26 ~ 2024.03.03,68660,5
27,예뻤어,DAY6 (데이식스),Every DAY6 February,2024.02.26 ~ 2024.03.03,301222,5
28,사막에서 꽃을 피우듯,우디 (Woody),사막에서 꽃을 피우듯,2024.02.26 ~ 2024.03.03,85750,5
29,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,2024.02.26 ~ 2024.03.03,212198,5
30,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,"잘 지내자, 우리 (여름날 우리 X 로이킴)",2024.02.26 ~ 2024.03.03,79716,5
31,You & Me,제니 (JENNIE),JENNIE Special Single [You & Me],2024.02.26 ~ 2024.03.03,69423,5
32,Super Shy,NewJeans,NewJeans 2nd EP 'Get Up',2024.02.26 ~ 2024.03.03,162158,5
33,퀸카 (Queencard),(여자)아이들,I feel,2024.02.26 ~ 2024.03.03,143725,5
34,한 페이지가 될 수 있게,DAY6 (데이식스),The Book of Us : Gravity,2024.02.26 ~ 2024.03.03,262713,5
35,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',2024.02.26 ~ 2024.03.03,287894,5
36,사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),2024.02.26 ~ 2024.03.03,206592,5
37,천상연,이창섭,천상연 (웹툰 '선녀외전' X 이창섭 (LEE CHANGSUB)),2024.02.26 ~ 2024.03.03,47650,5
38,후라이의 꿈,AKMU (악뮤),Love Lee,2024.02.26 ~ 2024.03.03,125291,5
39,Ditto,NewJeans,NewJeans 'OMG',2024.02.26 ~ 2024.03.03,281588,5
40,ETA,NewJeans,NewJeans 2nd EP 'Get Up',2024.02.26 ~ 2024.03.03,120579,5
41,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',2024.02.26 ~ 2024.03.03,322187,5
42,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2024.02.26 ~ 2024.03.03,436857,5
43,심(心),DK(디셈버),심(心),2024.02.26 ~ 2024.03.03,78700,5
44,사랑할 수밖에,볼빨간사춘기,Merry Go Round,2024.02.26 ~ 2024.03.03,37937,5
45,사랑하지 않아서 그랬어,임한별,사랑하지 않아서 그랬어,2024.02.26 ~ 2024.03.03,58697,5
46,취중고백,김민석,취중고백,2024.02.26 ~ 2024.03.03,183412,5
47,그대가 내 안에 박혔다(그내박),순순희(기태),그대가 내 안에 박혔다(그내박),2024.02.26 ~ 2024.03.03,39838,5
48,Spicy,aespa,MY WORLD - The 3rd Mini Album,2024.02.26 ~ 2024.03.03,132588,5
